time,x_direct,y_direct,vx_direct,vy_direct
0.0,1.0,0.0,0.0,0.9
0.0050025012506253125,0.9999874875018393,0.004502232347474908,-0.0050024922793222,0.8999887387248686
0.010005002501250625,0.9999499501419977,0.00900435202559854,-0.010004930726590202,0.8999549546994227
0.015007503751875938,0.9998873883244367,0.013506246362537885,-0.015007261501604814,0.8998986473234473
0.02001000500250125,0.9997998027224664,0.018007802683508524,-0.020009430757506386,0.8998198155964385
0.02501250625312656,0.9996871942788055,0.022508908307029073,-0.025011384624875524,0.8997184581179609
0.030015007503751877,0.9995495642057546,0.027009450542891392,-0.030013069206932756,0.899594573087633
0.03501750875437719,0.999386913985272,0.0315093166920564,-0.03501443058312796,0.8994481583048004
0.0400200100050025,0.9991992453690988,0.03600839404382054,-0.04001541479748928,0.8992792111689154
0.04502251125562781,0.9989865603790735,0.04050656987192226,-0.045015967843158415,0.8990877286801049
0.05002501250625312,0.9987488613073421,0.045003731434477806,-0.050016035668098126,0.8988737074385795
0.055027513756878435,0.9984861507164455,0.049499765973100095,-0.05501556417266797,0.898637143644641
0.060030015007503754,0.9981984314397842,0.05399456070809659,-0.06001449918919492,0.8983780330997273
0.06503251625812906,0.9978857065819915,0.05848800283716759,-0.06501278648063115,0.8980963712062384
0.07003501750875438,0.9975479795191007,0.06297997953519359,-0.07001037174362308,0.8977921529670243
0.07503751875937968,0.9971852538988929,0.06747037795151292,-0.0750072005973085,0.8974653729860599
0.080040020010005,0.9967975336415874,0.07195908520586577,-0.08000321856685505,0.897116025469518
0.08504252126063032,0.9963848229401674,0.07644598838832867,-0.08499837108917682,0.8967441042248505
0.09004502251125562,0.9959471262605547,0.08093097455854525,-0.08999260351109066,0.8963496026607704
0.09504752376188094,0.9954844483424636,0.08541393074102595,-0.09498586106917388,0.8959325137888773
0.10005002501250625,0.9949967942000004,0.08989474392357757,-0.09997808888680541,0.8954928302235725
0.10505252626313157,0.9944841691219265,0.09437330105714907,-0.10496923197779442,0.8950305441812774
0.11005502751375687,0.993946578672191,0.09884948905347254,-0.10995923523673339,0.894545647481259
0.11505752876438219,0.9933840286910176,0.1033231947806675,-0.11494804342053805,0.8940381315473986
0.12006003001500751,0.9927965252953824,0.10779430506313631,-0.11993560115389901,0.8935079874069765
0.12506253126563283,0.9921840748792581,0.112262706680957,-0.12492185292841536,0.892955205690527
0.13006503251625812,0.9915466841147977,0.11672828636548122,-0.12990674308357147,0.8923797766339172
0.13506753376688344,0.9908843599532443,0.12119093079723431,-0.1348902158006323,0.8917816900787037
0.14007003501750875,0.9901971096253211,0.1256505266058405,-0.13987221510711534,0.891160935470951
0.14507253626813407,0.9894849406418061,0.13010696036822916,-0.14485268486959277,0.890517501862002
0.15007503751875936,0.9887478607951451,0.13456011860380893,-0.14983156877277695,0.8898513779111547
0.15507753876938468,0.9879858781600573,0.13900988777424333,-0.15480881032398458,0.8891625518842772
0.16008004002001,0.9871990010938863,0.1434561542829915,-0.15978435285346937,0.8884510116534005
0.16508254127063532,0.9863872382379791,0.14789880447148487,-0.16475813949777882,0.8877167446990069
0.17008504252126064,0.9855505985190363,0.15233772461624345,-0.16973011318899098,0.8869597381113046
0.17508754377188593,0.9846890911496655,0.1567728009288802,-0.17470021666007407,0.8861799785885507
0.18009004502251125,0.9838027256289165,0.1612039195549181,-0.1796683924404522,0.8853774524375674
0.18509254627313657,0.9828915117443527,0.1656309665687775,-0.18463458283375306,0.8845521455772487
0.19009504752376188,0.981955459572961,0.17005382797310192,-0.18959872991927917,0.8837040435375451
0.19509754877438718,0.9809945794816111,0.1744723896984617,-0.19456077555390758,0.8828331314585361
0.2001000500250125,0.9800088821284167,0.17888653760040918,-0.19952066135922464,0.8819393940925446
0.2051025512756378,0.9789983784647069,0.18329615745564065,-0.20447832870511548,0.8810228158068584
0.21010505252626313,0.9779630797357712,0.18770113496202886,-0.2094337187154884,0.8800833805816035
0.21510755377688845,0.9769029974813369,0.19210135573792095,-0.21438677226635117,0.8791210720098136
0.22011005502751374,0.9758181435379327,0.19649670531750046,-0.2193374299647611,0.8781358733013849
0.22511255627813906,0.9747085300402981,0.20088706914915103,-0.22428563214448768,0.8771277672832597
0.23011505752876438,0.973574169422028,0.20527233259535949,-0.22923131886975429,0.8760967363977541
0.2351175587793897,0.9724150744166687,0.20965238093084687,-0.23417442992718357,0.8750427627040401
0.24012006003001501,0.9712312580604282,0.21402709933783645,-0.23911490480412462,0.873965827882581
0.2451225612806403,0.9700227336931805,0.2183963729059479,-0.24405268269317007,0.8728659132330119
0.25012506253126565,0.9687895149590012,0.22276008663177138,-0.24898770249229032,0.8717429996735637
0.25512756378189094,0.9675316158084183,0.22711812541519583,-0.25391990278789195,0.8705970677447206
0.26013006503251623,0.9662490505006592,0.231470374056451,-0.2588492218424966,0.869428097611614
0.2651325662831416,0.9649418336045134,0.23581671725617745,-0.2637755975999916,0.8682360690615104
0.27013506753376687,0.9636099799990824,0.2401570396144673,-0.26869896768190965,0.8670209615044382
0.27513756878439216,0.9622535048770613,0.24449122562598094,-0.27361926936424874,0.8657827539787084
0.2801400700350175,0.9608724237462141,0.24881915967904644,-0.27853643957671037,0.8645214251501023
0.2851425712856428,0.9594667524301373,0.2531407260554732,-0.2834504149050793,0.8632369533103119
0.29014507253626814,0.9580365070699957,0.25745580892822323,-0.28836113158043,0.8619293163795136
0.29514757378689344,0.9565817041278017,0.2617642923571395,-0.2932685254587571,0.8605984919115229
0.3001500750375187,0.9551023603875596,0.26606606028900365,-0.29817253202603805,0.8592444570909554
0.3051525762881441,0.9535984929559255,0.27036099655707246,-0.3030730863974701,0.8578671887329185
0.31015507753876936,0.9520701192653379,0.2746489848771008,-0.3079701232981214,0.8564666632882038
0.3151575787893947,0.9505172570765462,0.2789299088449282,-0.31286357705267426,0.8550428568455324
0.32016008004002,0.9489399244796503,0.28320365193654756,-0.3177533815900009,0.8535957451287843
0.3251625812906453,0.9473381398951262,0.2874700975070262,-0.3226394704383899,0.8521253034981296
0.33016508254127064,0.9457119220780074,0.29172912878565865,-0.3275217767012324,0.8506315069570551
0.33516758379189593,0.9440612901194899,0.2959806288753953,-0.3324002330574213,0.84911433015102
0.3401700850425213,0.9423862634478748,0.3002244807526367,-0.3372747717629788,0.8475737473658853
0.34517258629314657,0.9406868618308518,0.3044605672647993,-0.3421453246389956,0.8460097325314402
0.35017508754377186,0.9389631053794223,0.30868877112630244,-0.3470118230512741,0.8444222592275963
0.3551775887943972,0.9372150145492618,0.3129089749187135,-0.35187419791521835,0.8428113006810583
0.3601800900450225,0.9354426101415145,0.31712106109029964,-0.3567323796947136,0.841176829765133
0.36518259129564784,0.933645913306674,0.32132491195210444,-0.3615862983817429,0.8395188190062931
0.37018509254627313,0.9318249455475813,0.3255204096757093,-0.3664358834859645,0.8378372405869312
0.3751875937968984,0.9299797287206836,0.3297074362933528,-0.3712810640388694,0.8361320663422505
