time,position1-,position2-,v_1,v_2
72.67496289530769,42355357212.61991,142690239985.76266,-2467776266.446023,775376531.6626558
72.75830574266469,42149641577.66942,142754713126.81656,-2468834499.868884,771801981.2488339
72.84164859002169,41943837964.60714,142818888297.6853,-2469887507.237971,768226066.726543
72.92499143737871,41737946809.02668,142882765385.0017,-2470935287.0425763,764648795.8644576
73.00833428473571,41531968546.64146,142946344276.0474,-2471977837.783972,761070176.4316404
73.09167713209271,41325903613.28454,143009624858.75302,-2473015157.9754105,757490216.1975391
73.17501997944971,41119752444.908714,143072607021.69794,-2474047246.142124,753908922.9319881
73.25836282680672,40913515477.58655,143135290654.1105,-2475074100.821326,750326304.405209
73.34170567416372,40707193147.51029,143197675645.86786,-2476095720.562208,746742368.3878092
73.42504852152072,40500785890.99194,143259761887.4961,-2477112103.925945,743157122.6507831
73.50839136887772,40294294144.463234,143321549270.1701,-2478123249.485688,739570574.9655116
73.59173421623474,40087718344.47557,143383037685.7137,-2479129155.8265724,735982733.1037612
73.67507706359174,39881058927.70021,143444227026.59952,-2480129821.5457106,732393604.8376875
73.75841991094875,39674316330.92802,143505117185.94913,-2481125245.252196,728803197.9398298
73.84176275830575,39467490991.069626,143565708057.5329,-2482115425.567102,725211520.1831155
73.92510560566275,39260583345.1554,143625999535.77014,-2483100361.1234837,721618579.340858
74.00844845301975,39053593830.335434,143685991515.729,-2484080050.566375,718024383.1867572
74.09179130037676,38846522883.879524,143745683893.12653,-2485054492.552789,714428939.4948997
74.17513414773376,38639370943.17723,143805076564.32858,-2486023685.751722,710832256.0397589
74.25847699509077,38432138445.73779,143864169426.34995,-2486987628.8441467,707234340.5961938
74.34181984244778,38224825829.19027,143922962376.85425,-2487946320.523019,703635200.9394517
74.42516268980478,38017433531.283356,143981455314.15402,-2488899759.4932723,700034844.8451647
74.50850553716178,37809961989.885506,144039648137.21063,-2489847944.4718237,696433280.0893523
74.59184838451878,37602411642.9849,144097540745.63434,-2490790874.1875668,692830514.44842
74.67519123187579,37394782928.31322,144155133039.6624,-2491728547.378088,689226555.6958436
74.75853407923279,37187076283.74622,144212424920.1544,-2492660962.790363,685621411.6147556
74.8418769265898,36979292147.702324,144269416288.6305,-2493588119.1856575,682015089.9970165
74.92521977394681,36771430958.68324,144326107047.26108,-2494510015.3370667,678407598.6341937
75.00856262130381,36563493155.27357,144382497098.86658,-2495426650.029514,674798945.3175536
75.09190546866081,36355479176.14088,144438586346.91748,-2496338022.05975,671189137.8380653
75.17524831601781,36147389460.035706,144494374695.53436,-2497244130.2363544,667578183.9863983
75.25859116337482,35939224445.79155,144549862049.48785,-2498144973.379733,663966091.5529245
75.34193401073182,35730984572.32488,144605048314.19864,-2499040550.3221207,660352868.3277161
75.42527685808882,35522670278.63511,144659933395.73752,-2499930859.907579,656738522.1005471
75.50861970544584,35314282003.804596,144714517200.82532,-2500815900.9919977,653123060.6608922
75.59196255280284,35105820186.99874,144768799636.83292,-2501695672.4430947,649506491.7979293
75.67530540015984,34897285267.46582,144822780611.78137,-2502570173.1404147,645888823.3005356
75.75864824751685,34688677684.537094,144876460034.34164,-2503439401.9753313,642270062.9572899
75.84199109487385,34479997877.62679,144929837813.83493,-2504303357.851045,638650218.5564733
