q,qt,g,qtt,L
0.9762700785464951,-0.8672801185173353,9.8,0.11964505817589152,10.576203157535133
4.30378732744839,-0.9068584298600885,9.8,0.04925959217563803,43.549958771480036
2.055267521432878,-0.8205631298514049,9.8,0.25472510663304937,20.891231844850793
0.8976636599379368,-0.8069040755048045,9.8,0.3060946450282944,9.490060750516742
-1.5269040132219054,-0.9171461114231022,9.8,0.03673979554073964,-13.454571028350585
0.9754019909053276,-0.867160215791834,9.8,0.11991613444271688,10.566853598244432
4.302879586095263,-0.9068090879074594,9.8,0.049325003732036334,43.54046533878481
2.054446266848925,-0.8203076828303166,9.8,0.2556343047022499,20.882062173533548
0.8968561046167475,-0.8065970460362837,9.8,0.30731457807717555,9.480946117996304
-1.5278220588885634,-0.9171093142207123,9.8,0.03678068764030867,-13.464100786137564
0.9745340245205114,-0.867040037242283,9.8,0.12018820425752555,10.557504468610627
4.301971894429154,-0.9067596798491318,9.8,0.049390555234245584,43.530972077123224
2.0536252721435733,-0.8200513018374105,9.8,0.25654877833822964,20.872893464297686
0.8960488622517938,-0.8062887595676188,9.8,0.3085424258782167,9.471832661718377
-1.5287400675366318,-0.9170724757564311,9.8,0.0368216529972432,-13.473630417330387
0.9736661793921688,-0.8669195828684015,9.8,0.12046127033931646,10.548155774078811
4.301064252450115,-0.9067102056850388,9.8,0.04945624690657729,43.521478987796755
2.052804537317086,-0.8197939868717261,9.8,0.25746855024433346,20.86372573564926
0.895241932843395,-0.8059792160975129,9.8,0.3097782264134491,9.462720406618885
-1.529658039166073,-0.9170355960302172,9.8,0.036862691709926246,-13.483159921117235
0.9727984555202999,-0.8667988526701896,9.8,0.12073533541453296,10.53880752008514
4.300156660158147,-0.9066606654151805,9.8,0.0495220789736449,43.51198607210582
2.0519840623694647,-0.8195357379332634,9.8,0.25839364322597214,20.85455900604454
0.8944353163915513,-0.8056684156259659,9.8,0.3110220178559237,9.453609377558548
-1.5305759737768871,-0.9169986750420704,9.8,0.03690380387683812,-13.49268929668677
0.9719308529049047,-0.8666778466476474,9.8,0.12101040221770798,10.529459712055997
4.299249117553249,-0.906611059039557,9.8,0.04958805166045292,43.50249333134943
2.051163847300708,-0.8192765550220225,9.8,0.2593240801942458,20.845393293887845
0.8936290128962623,-0.805356358152978,9.8,0.3122738385752732,9.444499599320222
-1.531493871369074,-0.916961712791991,9.8,0.036944989596602563,-13.502218543228372
0.9710633715459832,-0.8665565648007746,9.8,0.12128647349147628,10.520112355407957
4.2983416246354205,-0.906561386558168,9.8,0.0496541651923974,43.49300076682523
2.050343892110817,-0.8190164381380033,9.8,0.2602598841661551,20.836228617531226
0.8928230223575282,-0.8050430436785491,9.8,0.3135337271381275,9.435391096608177
-1.5324117319426338,-0.9169247092799787,9.8,0.036986248967987356,-13.511747659932148
0.9701960114435354,-0.8664350071295714,9.8,0.1215635519865849,10.510765455547718
4.297434181404662,-0.9065116479710138,9.8,0.04972041979526534,43.48350837982951
2.0495241967997915,-0.8187553872812059,9.8,0.2612010782648122,20.827064995273968
0.8920173447753491,-0.8047284722026791,9.8,0.31480172230852516,9.426283894047387
-1.5333295554975666,-0.9168876645060335,9.8,0.03702758208990392,-13.521276645988923
0.9693287725975612,-0.8663131736340378,9.8,0.12184164046190482,10.501419017872067
4.296526787860974,-0.9064618432780943,9.8,0.0497868156952361,43.474016171657134
2.0487047613676306,-0.8184934024516303,9.8,0.2621476857196489,20.8179024453622
0.8912119801497249,-0.8044126437253681,9.8,0.31607786304832813,9.417178016182847
-1.534247342033872,-0.9168505784701557,9.8,0.03706898906140733,-13.53080550059025
0.9684616550080608,-0.8661910643141737,9.8,0.12212074168444247,10.492073047767825
4.295619444004355,-0.9064119724794094,9.8,0.04985335311888143,43.464524143601594
2.0478855858143357,-0.8182304836492763,9.8,0.26309972986662944,20.808740985988518
0.8904069284806556,-0.804095558246616,9.8,0.3173621885176367,9.408073487478887
-1.5351650915515505,-0.916813451172345,9.8,0.03711046998169719,-13.540334222928408
0.9675946586806128,-0.8660686791495247,9.8,0.12240085847619907,10.482727550524695
4.294712149836134,-0.9063620355721211,9.8,0.0499200322969565,43.45503229693388
2.0470666701590026,-0.8179666307632207,9.8,0.2640572345514299,20.799580635002087
0.8896021897939336,-0.8037772155988839,9.8,0.31865473875627526,9.39897033193176
-1.536082804049775,-0.916776282611121,9.8,0.03715202495177269,-13.549862812209604
0.9667277851775774,-0.8659460124116918,9.8,0.12268200675903813,10.473382507169998
4.293804905727883,-0.9063120317614158,9.8,0.049986854519397945,43.44554062704226
2.0462480197498376,-0.817701812728952,9.8,0.2650203364262541,20.7904213297342
0.8887977713128379,-0.8034575688621769,9.8,0.31995574453033454,9.38986846599601
-1.537000479297022,-0.9167390723718479,9.8,0.037193654535161665,-13.559391271320798
0.9658610357249315,-0.8658230596056253,9.8,0.12296419970293117,10.46403790417414
4.292897711971173,-0.9062619604236064,9.8,0.05005382085099913,43.43604913061397
2.0454296387835535,-0.8174360051702827,9.8,0.2659891488355701,20.78126302600188
0.887993678705444,-0.8031365812185788,9.8,0.32126539740699167,9.380767831006386
-1.5379181171116156,-0.9167018201291631,9.8,0.03723535919681111,-13.5689196023391
0.9649944103226753,-0.8656998207313256,9.8,0.12324744020531536,10.454693747185072
4.291990568566005,-0.906211821558693,9.8,0.05012093152450635,43.42655780897873
2.0446115272601513,-0.8171692080872127,9.8,0.2669636968792658,20.77210574341428
0.8871899119717519,-0.8028142526680896,9.8,0.3225837398690499,9.371668453567075
-1.538835717493556,-0.9166645258830665,9.8,0.03727713903817924,-13.5784478044379
0.9641279089708087,-0.8655762957887921,9.8,0.12353173117235637,10.445350041840527
4.291083475512378,-0.9061616151666754,9.8,0.05018818677307512,43.41706666346481
2.043793685179631,-0.8169014214797421,9.8,0.267944005776281,20.762949501524837
0.8863864711117615,-0.8024905832107093,9.8,0.3239108146237624,9.362570360197969
-1.5397532804428433,-0.916627189633558,9.8,0.03731899416087326,-13.587975876791312
0.9632615316693317,-0.8654524847780254,9.8,0.12381707551895811,10.436006793767968
4.290176432810293,-0.9061113412475538,9.8,0.05025558683026931,43.40757569539912
2.042976112541991,-0.8166326453478708,9.8,0.2689301008648488,20.753794319830778
0.885583356125473,-0.8021655728464379,9.8,0.32524666460331325,9.353473577333855
-1.5406708059594774,-0.9165898113806378,9.8,0.037360924666649496,-13.597503818574197
0.9623952784182443,-0.8653283876990251,9.8,0.1241034761687779,10.426664008584535
4.28926944045975,-0.9060609998013281,9.8,0.05032313193006272,43.3980849061071
2.0421588093472334,-0.816362879691599,9.8,0.26992200760273505,20.744640217772698
