# t,q1,q2,p1,p2,H
1.187864644107351175e+01,-1.755609848371536774e+00,-6.659651378597593485e+00,-4.470636454895397627e+00,-1.437191247132450389e+00,2.943000000005096339e+01
1.188198033005500776e+01,-1.762677126337607314e+00,-6.663101115277924258e+00,-4.399201200455638450e+00,-1.432296568153222927e+00,2.943000000004251859e+01
1.188531421903650553e+01,-1.769628718899581621e+00,-6.666580310585020541e+00,-4.327905788163715073e+00,-1.427244237297110363e+00,2.943000000003520000e+01
1.188864810801800154e+01,-1.776464938706149077e+00,-6.670086612976639628e+00,-4.256758634857196633e+00,-1.422026761033419850e+00,2.943000000004056105e+01
1.189198199699949932e+01,-1.783186094775697006e+00,-6.673617713936010887e+00,-4.185767666067026660e+00,-1.416637059348771377e+00,2.943000000004848360e+01
1.189531588598099709e+01,-1.789792493018550035e+00,-6.677171347763422027e+00,-4.114940325487847161e+00,-1.411068457997497250e+00,2.943000000004876071e+01
1.189864977496249310e+01,-1.796284436714410848e+00,-6.680745291371936290e+00,-4.044283584536519704e+00,-1.405314680644391911e+00,2.943000000004861505e+01
1.190198366394399088e+01,-1.802662226945710433e+00,-6.684337364085042310e+00,-3.973803951985442229e+00,-1.399369840905601903e+00,2.943000000005067562e+01
1.190531755292548688e+01,-1.808926162990663888e+00,-6.687945427436218004e+00,-3.903507483662468580e+00,-1.393228434309772501e+00,2.943000000005336148e+01
1.190865144190698466e+01,-1.815076542677261262e+00,-6.691567384968977628e+00,-3.833399792202110135e+00,-1.386885330189332466e+00,2.943000000005176986e+01
1.191198533088848066e+01,-1.821113662699950675e+00,-6.695201182036703003e+00,-3.763486056838631022e+00,-1.380335763513858005e+00,2.943000000004387573e+01
1.191531921986997844e+01,-1.827037818900552057e+00,-6.698844805601664731e+00,-3.693771033229221956e+00,-1.373575326674616681e+00,2.943000000003544869e+01
1.191865310885147444e+01,-1.832849306514722887e+00,-6.702496284032495311e+00,-3.624259063297837535e+00,-1.366599961229614246e+00,2.943000000003706873e+01
1.192198699783297222e+01,-1.838548420385513360e+00,-6.706153686899488875e+00,-3.554954085087906446e+00,-1.359405949618236464e+00,2.943000000004765937e+01
1.192532088681446822e+01,-1.844135455146340252e+00,-6.709815124767161798e+00,-3.485859642616263354e+00,-1.351989906859498047e+00,2.943000000004858663e+01
1.192865477579596600e+01,-1.849610705376314890e+00,-6.713478748984345046e+00,-3.416978895720734322e+00,-1.344348772249524426e+00,2.943000000004834860e+01
1.193198866477746201e+01,-1.854974465724916977e+00,-6.717142751470753126e+00,-3.348314629885293492e+00,-1.336479801047093074e+00,2.943000000004899164e+01
1.193532255375895978e+01,-1.860227031011527421e+00,-6.720805364500393786e+00,-3.279869266041892217e+00,-1.328380556172515936e+00,2.943000000005158512e+01
1.193865644274045579e+01,-1.865368696299558149e+00,-6.724464860481314865e+00,-3.211644870337812652e+00,-1.320048899921780317e+00,2.943000000005342542e+01
1.194199033172195357e+01,-1.870399756947146219e+00,-6.728119551731595038e+00,-3.143643163859963785e+00,-1.311482985706084792e+00,2.943000000005071115e+01
1.194532422070344957e+01,-1.875320508635473171e+00,-6.731767790251622863e+00,-3.075865532310327222e+00,-1.302681249823218090e+00,2.943000000004306216e+01
1.194865810968494735e+01,-1.880131247375919523e+00,-6.735407967492785808e+00,-3.008313035624416543e+00,-1.293642403266858087e+00,2.943000000003573646e+01
1.195199199866644335e+01,-1.884832269497103363e+00,-6.739038514122615453e+00,-2.940986417526931351e+00,-1.284365423580162258e+00,2.943000000003674188e+01
1.195532588764794113e+01,-1.889423871613013839e+00,-6.742657899786531850e+00,-2.873886115016474285e+00,-1.274849546759719399e+00,2.943000000004616368e+01
1.195865977662943713e+01,-1.893906350573764996e+00,-6.746264632865993427e+00,-2.807012267774634751e+00,-1.265094259217721895e+00,2.943000000004822780e+01
1.196199366561093491e+01,-1.898280003401771721e+00,-6.749857260232818845e+00,-2.740364727498167507e+00,-1.255099289812581898e+00,2.943000000004845162e+01
1.196532755459243091e+01,-1.902545127210245823e+00,-6.753434367001484695e+00,-2.673943067138629281e+00,-1.244864601940597115e+00,2.943000000004835925e+01
1.196866144357392869e+01,-1.906702019108682089e+00,-6.756994576278152032e+00,-2.607746590053283242e+00,-1.234390385704126292e+00,2.943000000004987982e+01
1.197199533255542470e+01,-1.910750976094774956e+00,-6.760536548907487564e+00,-2.541774339061154020e+00,-1.223677050156411816e+00,2.943000000005248395e+01
1.197532922153692247e+01,-1.914692294934411176e+00,-6.764058983216992615e+00,-2.476025105397345438e+00,-1.212725215629346209e+00,2.943000000005350003e+01
1.197866311051841848e+01,-1.918526272030543156e+00,-6.767560614759187132e+00,-2.410497437563755785e+00,-1.201535706147723648e+00,2.943000000005056904e+01
1.198199699949991626e+01,-1.922253203281794942e+00,-6.771040216052146121e+00,-2.345189650071996645e+00,-1.190109541932871773e+00,2.943000000004402139e+01
1.198533088848141226e+01,-1.925873383931522964e+00,-6.774496596318785535e+00,-2.280099832076565747e+00,-1.178447931998929832e+00,2.943000000003752348e+01
1.198866477746291004e+01,-1.929387108408187723e+00,-6.777928601225402083e+00,-2.215225855894088269e+00,-1.166552266844658625e+00,2.943000000003622674e+01
1.199199866644440604e+01,-1.932794670157753414e+00,-6.781335112619849781e+00,-2.150565385406668195e+00,-1.154424111244055196e+00,2.943000000004206740e+01
1.199533255542590382e+01,-1.936096361468980120e+00,-6.784715048269852389e+00,-2.086115884345188132e+00,-1.142065197138650623e+00,2.943000000004712291e+01
1.199866644440739982e+01,-1.939292473293835473e+00,-6.788067361599144256e+00,-2.021874624455021863e+00,-1.129477416633248188e+00,2.943000000004783345e+01
1.200200033338889760e+01,-1.942383295061737458e+00,-6.791391041424917674e+00,-1.957838693541306352e+00,-1.116662815094604966e+00,2.943000000004792582e+01
1.200533422237039360e+01,-1.945369114488136653e+00,-6.794685111697637225e+00,-1.894005003385827113e+00,-1.103623584358499388e+00,2.943000000004806793e+01
1.200866811135189138e+01,-1.948250217379697169e+00,-6.797948631240689821e+00,-1.830370297544866132e+00,-1.090362056043089778e+00,2.943000000004896677e+01
1.201200200033338916e+01,-1.951026887435625135e+00,-6.801180693492031359e+00,-1.766931159021769338e+00,-1.076880694971259933e+00,2.943000000005004679e+01
1.201533588931488516e+01,-1.953699406046270459e+00,-6.804380426247368163e+00,-1.703684017813349438e+00,-1.063182092702277259e+00,2.943000000005019245e+01
1.201866977829638294e+01,-1.956268052089421339e+00,-6.807546991405358128e+00,-1.640625158331054934e+00,-1.049268961172885595e+00,2.943000000004890637e+01
1.202200366727787895e+01,-1.958733101724716041e+00,-6.810679584715304991e+00,-1.577750726697830119e+00,-1.035144126447959501e+00,2.943000000004688488e+01
1.202533755625937673e+01,-1.961094828186643824e+00,-6.813777435527893722e+00,-1.515056737920412289e+00,-1.020810522580588797e+00,2.943000000004551708e+01
1.202867144524087273e+01,-1.963353501576530658e+00,-6.816839806549406688e+00,-1.452539082938699044e+00,-1.006271185581879335e+00,2.943000000004568051e+01
1.203200533422237051e+01,-1.965509388653988943e+00,-6.819865993599973919e+00,-1.390193535551699888e+00,-9.915292475002766004e-01,2.943000000004666816e+01
1.203533922320386651e+01,-1.967562752628228218e+00,-6.822855325376306901e+00,-1.328015759221729875e+00,-9.765879306107163593e-01,2.943000000004693106e+01
1.203867311218536429e+01,-1.969513852950533384e+00,-6.825807163216622619e+00,-1.266001313756315527e+00,-9.614505417085991157e-01,2.943000000004708028e+01
1.204200700116686029e+01,-1.971362945108024345e+00,-6.828720900867613075e+00,-1.204145661873005313e+00,-9.461204665043841944e-01,2.943000000004711580e+01
1.204534089014835807e+01,-1.973110280416532358e+00,-6.831595964263055265e+00,-1.142444175647018723e+00,-9.306011641339645424e-01,2.943000000004719041e+01
1.204867477912985407e+01,-1.974756105816314999e+00,-6.834431811302844828e+00,-1.080892142843789427e+00,-9.148961617652964229e-01,2.943000000004744265e+01
1.205200866811135185e+01,-1.976300663669173119e+00,-6.837227931638497402e+00,-1.019484773138164213e+00,-8.990090493079141432e-01,2.943000000004762740e+01
1.205534255709284785e+01,-1.977744191557683884e+00,-6.839983846464013695e+00,-9.582172042230230335e-01,-8.829434742220163557e-01,2.943000000004752437e+01
1.205867644607434563e+01,-1.979086922086750633e+00,-6.842699108312519485e+00,-8.970845078091959079e-01,-8.667031364247527181e-01,2.943000000004724725e+01
1.206201033505584164e+01,-1.980329082687608988e+00,-6.845373300859004750e+00,-8.360816955206482604e-01,-8.502917832918955865e-01,2.943000000004710870e+01
1.206534422403733942e+01,-1.981470895424475298e+00,-6.848006038729589129e+00,-7.752037246868166420e-01,-8.337132047525430689e-01,2.943000000004717265e+01
1.206867811301883542e+01,-1.982512576803985294e+00,-6.850596967317629016e+00,-7.144455040360623288e-01,-8.169712284750468845e-01,2.943000000004704830e+01
1.207201200200033320e+01,-1.983454337587708727e+00,-6.853145762606778213e+00,-6.538018992918395167e-01,-8.000697151412687891e-01,2.943000000004698435e+01
1.207534589098182920e+01,-1.984296382608578435e+00,-6.855652130998707960e+00,-5.932677386739345637e-01,-7.830125538026350140e-01,2.943000000004699501e+01
1.207867977996332698e+01,-1.985038910589845162e+00,-6.858115809150491238e+00,-5.328378183119368838e-01,-7.658036573219697551e-01,2.943000000004702343e+01
1.208201366894482298e+01,-1.985682113967744744e+00,-6.860536563818508959e+00,-4.725069075717097666e-01,-7.484469578939996204e-01,2.943000000004710159e+01
1.208534755792632076e+01,-1.986226178717771740e+00,-6.862914191709667655e+00,-4.122697542981992869e-01,-7.309464026417736848e-01,2.943000000004711225e+01
1.208868144690781676e+01,-1.986671284184588826e+00,-6.865248519340239497e+00,-3.521210899793313920e-01,-7.133059492866173912e-01,2.943000000004701278e+01
1.209201533588931454e+01,-1.987017602915621906e+00,-6.867539402902471224e+00,-2.920556348337831620e-01,-6.955295618880045216e-01,2.943000000004691330e+01
1.209534922487081054e+01,-1.987265300498322951e+00,-6.869786728139187559e+00,-2.320681028276012081e-01,-6.776212066505074016e-01,2.943000000004694527e+01
1.209868311385230832e+01,-1.987414535401102578e+00,-6.871990410226644030e+00,-1.721532066225684443e-01,-6.595848477943628829e-01,2.943000000004698080e+01
1.210201700283380433e+01,-1.987465458818170161e+00,-6.874150393665129144e+00,-1.123056624604987508e-01,-6.414244434859182054e-01,2.943000000004700212e+01
1.210535089181530211e+01,-1.987418214518073656e+00,-6.876266652177899452e+00,-5.252019498714632917e-02,-6.231439418245927619e-01,2.943000000004701988e+01
1.210868478079679811e+01,-1.987272938695848978e+00,-6.878339188618746824e+00,7.208457979044041730e-03,-6.047472768835928658e-01,2.943000000004711225e+01
1.211201866977829589e+01,-1.987029759828860209e+00,-6.880368034887914597e+00,6.688554073078356588e-02,-5.862383647999773739e-01,2.943000000004717265e+01
1.211535255875979189e+01,-1.986688798536279554e+00,-6.882353251856508258e+00,1.265162750031659233e-01,-5.676210999110419264e-01,2.943000000004705186e+01
1.211868644774128967e+01,-1.986250167442108250e+00,-6.884294929299522359e+00,1.861058553491189982e-01,-5.488993509331369092e-01,2.943000000004686001e+01
1.212202033672278567e+01,-1.985713971041590753e+00,-6.886193185837625741e+00,2.456594445537768068e-01,-5.300769571797308011e-01,2.943000000004684225e+01
1.212535422570428345e+01,-1.985080305570875447e+00,-6.888048168887927147e+00,3.051821690845012980e-01,-5.111577248149035135e-01,2.943000000004698080e+01
1.212868811468578123e+01,-1.984349258879957834e+00,-6.889860054623439645e+00,3.646791145718328853e-01,-4.921454231388114886e-01,2.943000000004708383e+01
1.213202200366727723e+01,-1.983520910308796514e+00,-6.891629047941165709e+00,4.241553213182328030e-01,-4.730437809011306949e-01,2.943000000004706962e+01
1.213535589264877501e+01,-1.982595330566219394e+00,-6.893355382439525947e+00,4.836157798290767196e-01,-4.538564826395603546e-01,2.943000000004722239e+01
1.213868978163027101e+01,-1.981572581611557249e+00,-6.895039320404733552e+00,5.430654263623434508e-01,-4.345871650396108121e-01,2.943000000004761674e+01
1.214202367061176879e+01,-1.980452716538863900e+00,-6.896681152806229953e+00,6.025091384933869421e-01,-4.152394133119183817e-01,2.943000000004780858e+01
1.214535755959326480e+01,-1.979235779463610179e+00,-6.898281199301059985e+00,6.619517306899397324e-01,-3.958167575839000030e-01,2.943000000004742489e+01
1.214869144857476257e+01,-1.977921805411545719e+00,-6.899839808247359763e+00,7.213979498942328927e-01,-3.763226693020775837e-01,2.943000000004658645e+01
1.215202533755625858e+01,-1.976510820209459229e+00,-6.901357356727086945e+00,7.808524711070972124e-01,-3.567605576420564417e-01,2.943000000004607486e+01
1.215535922653775636e+01,-1.975002840377522828e+00,-6.902834250578170128e+00,8.403198929709294607e-01,-3.371337659224824534e-01,2.943000000004654026e+01
1.215869311551925236e+01,-1.973397873022979754e+00,-6.904270924436157308e+00,8.998047333464375130e-01,-3.174455680199531060e-01,2.943000000004711225e+01
1.216202700450075014e+01,-1.971695915735520943e+00,-6.905667841784134175e+00,9.593114248822127710e-01,-2.976991647812827768e-01,2.943000000004791161e+01
1.216536089348224614e+01,-1.969896956483031092e+00,-6.907025495012758753e+00,1.018844310570200307e+00,-2.778976804308831428e-01,2.943000000004785122e+01
1.216869478246374392e+01,-1.968000973508449825e+00,-6.908344405489097007e+00,1.078407639284694630e+00,-2.580441589684565606e-01,2.943000000004809991e+01
1.217202867144523992e+01,-1.966007935226341985e+00,-6.909625123635454891e+00,1.138005561301405510e+00,-2.381415605566353233e-01,2.943000000004987271e+01
1.217536256042673770e+01,-1.963917800119426404e+00,-6.910868229017650854e+00,1.197642123792985069e+00,-2.181927578937846723e-01,2.943000000005266159e+01
1.217869644940823370e+01,-1.961730516634945021e+00,-6.912074330442398384e+00,1.257321266297084295e+00,-1.982005325695979647e-01,2.943000000005449124e+01
1.218203033838973148e+01,-1.959446023080345656e+00,-6.913244066064018867e+00,1.317046816154817224e+00,-1.781675714008424671e-01,2.943000000005335082e+01
1.218536422737122749e+01,-1.957064247517831701e+00,-6.914378103500625983e+00,1.376822483915475237e+00,-1.580964627452977334e-01,2.943000000004859373e+01
1.218869811635272526e+01,-1.954585107657250020e+00,-6.915477139960019670e+00,1.436651858705369378e+00,-1.379896927912434845e-01,2.943000000004191108e+01
1.219203200533422127e+01,-1.952008510746870984e+00,-6.916541902375445083e+00,1.496538403556642471e+00,-1.178496418205397245e-01,2.943000000003709715e+01
1.219536589431571905e+01,-1.949334353461533942e+00,-6.917573147551417279e+00,1.556485450693931405e+00,-9.767858044265592676e-02,2.943000000003804928e+01
1.219869978329721505e+01,-1.946562521787710276e+00,-6.918571662319799920e+00,1.616496196774717120e+00,-7.747866579769205342e-02,2.943000000004465022e+01
1.220203367227871283e+01,-1.943692890905134529e+00,-6.919538263705987902e+00,1.676573698081822883e+00,-5.725193772592156866e-02,2.943000000004761318e+01
1.220536756126020883e+01,-1.940725325067176987e+00,-6.920473799100006040e+00,1.736720865674961090e+00,-3.700031490734051465e-02,2.943000000004808570e+01
1.220870145024170661e+01,-1.937659677473711595e+00,-6.921379146443419117e+00,1.796940460482078672e+00,-1.672559096338170626e-02,2.943000000004802885e+01
1.221203533922320261e+01,-1.934495790139980853e+00,-6.922255214425203640e+00,1.857235088336782525e+00,3.570569479892871101e-03,2.943000000004832728e+01
1.221536922820470039e+01,-1.931233493760154740e+00,-6.923102942687001438e+00,1.917607194965130768e+00,2.388663476166741351e-02,2.943000000004956007e+01
1.221870311718619639e+01,-1.927872607564759644e+00,-6.923923302039131755e+00,1.978059060913487155e+00,4.422121019547979592e-02,2.943000000005108063e+01
1.222203700616769417e+01,-1.924412939171611603e+00,-6.924717294686936420e+00,2.038592796418665198e+00,6.457304211756542678e-02,2.943000000005129024e+01
1.222537089514919018e+01,-1.920854284429573955e+00,-6.925485954467714755e+00,2.099210336218830797e+00,8.494102197344294281e-02,2.943000000004882111e+01
1.222870478413068795e+01,-1.917196427254354907e+00,-6.926230347098519147e+00,2.159913434305679392e+00,1.053241904424412345e-01,2.943000000004375138e+01
1.223203867311218396e+01,-1.913439139455665350e+00,-6.926951570435069705e+00,2.220703658616356879e+00,1.257217415991730980e-01,2.943000000003832994e+01
1.223537256209368174e+01,-1.909582180554948883e+00,-6.927650754742058936e+00,2.281582385665644086e+00,1.461330271116548507e-01,2.943000000003650030e+01
1.223870645107517774e+01,-1.905625297593010803e+00,-6.928329062975108421e+00,2.342550795116864926e+00,1.665575604750769434e-01,2.943000000004119698e+01
1.224204034005667552e+01,-1.901568224926750039e+00,-6.928987691074643074e+00,2.403609864292047593e+00,1.869950212809259327e-01,2.943000000004814609e+01
1.224537422903817330e+01,-1.897410684015103710e+00,-6.929627868270674895e+00,2.464760362625294299e+00,2.074452595184040626e-01,2.943000000004831662e+01
1.224870811801966930e+01,-1.893152383193515531e+00,-6.930250857398141839e+00,2.526002846068111651e+00,2.279082999001159626e-01,2.943000000004829531e+01
1.225204200700116708e+01,-1.888793017432764954e+00,-6.930857955229009271e+00,2.587337651422340734e+00,2.483843462222142251e-01,2.943000000004827754e+01
1.225537589598266308e+01,-1.884332268085527673e+00,-6.931450492814218656e+00,2.648764890631293500e+00,2.688737857417816679e-01,2.943000000004820293e+01
1.225870978496416086e+01,-1.879769802617698105e+00,-6.932029835839232490e+00,2.710284445018909416e+00,2.893771935738924106e-01,2.943000000004785122e+01
1.226204367394565686e+01,-1.875105274324051496e+00,-6.932597384993078649e+00,2.771895959480490834e+00,3.098953371047798444e-01,2.943000000004682803e+01
1.226537756292715464e+01,-1.870338322027176314e+00,-6.933154576351231668e+00,2.833598836631150419e+00,3.304291804144149358e-01,2.943000000004491667e+01
1.226871145190865064e+01,-1.865468569758760964e+00,-6.933702881772690674e+00,2.895392230915929677e+00,3.509798887011038593e-01,2.943000000004289518e+01
1.227204534089014842e+01,-1.860495626422151050e+00,-6.934243809311600337e+00,2.957275042687662392e+00,3.715488327014122016e-01,2.943000000004287742e+01
1.227537922987164443e+01,-1.855419085435260129e+00,-6.934778903643783465e+00,3.019245912256540265e+00,3.921375930980225410e-01,2.943000000004655092e+01
1.227871311885314221e+01,-1.850238524352763481e+00,-6.935309746508550255e+00,3.081303213917707673e+00,4.127479649089042524e-01,2.943000000004884953e+01
1.228204700783463821e+01,-1.844953504466977368e+00,-6.935837957166696377e+00,3.143445049971164362e+00,4.333819618486760561e-01,2.943000000004866479e+01
1.228538089681613599e+01,-1.839563570385450486e+00,-6.936365192874792918e+00,3.205669244736069956e+00,4.540418206471707463e-01,2.943000000004861860e+01
1.228871478579763199e+01,-1.834068249584560828e+00,-6.936893149376313517e+00,3.267973338567554009e+00,4.747300053173951762e-01,2.943000000004800398e+01
1.229204867477912977e+01,-1.828467051938278631e+00,-6.937423561409708839e+00,3.330354581896039168e+00,4.954492113554663790e-01,2.943000000004700567e+01
1.229538256376062577e+01,-1.822759469220640582e+00,-6.937958203234579457e+00,3.392809929292810445e+00,5.162023698638444902e-01,2.943000000004611394e+01
1.229871645274212355e+01,-1.816944974580728456e+00,-6.938498889176344164e+00,3.455336033579272659e+00,5.369926515796483724e-01,2.943000000004545313e+01
1.230205034172361955e+01,-1.811023021989105253e+00,-6.939047474189615983e+00,3.517929239995302826e+00,5.578234707876490450e-01,2.943000000004548156e+01
1.230538423070511733e+01,-1.804993045654479156e+00,-6.939605854440490162e+00,3.580585580444225258e+00,5.786984890982386220e-01,2.943000000004749950e+01
1.230871811968661333e+01,-1.798854459409549023e+00,-6.940175967908007060e+00,3.643300767829919184e+00,5.996216190700682791e-01,2.943000000004921546e+01
1.231205200866811111e+01,-1.792606656064642090e+00,-6.940759795006859356e+00,3.706070190511661977e+00,6.205970276581205258e-01,2.943000000004898808e+01
1.231538589764960712e+01,-1.786249006727986144e+00,-6.941359359230424353e+00,3.768888906898046010e+00,6.416291394536149939e-01,2.943000000004876782e+01
1.231871978663110490e+01,-1.779780860091514816e+00,-6.941976727813798931e+00,3.831751640203363340e+00,6.627226396881895631e-01,2.943000000004753502e+01
1.232205367561260090e+01,-1.773201541681358462e+00,-6.942614012417920755e+00,3.894652773400827162e+00,6.838824769694078487e-01,2.943000000004649053e+01
1.232538756459409868e+01,-1.766510353071434114e+00,-6.943273369835331721e+00,3.957586344398516864e+00,7.051138657175676228e-01,2.943000000004658645e+01
1.232872145357559468e+01,-1.759706571059389990e+00,-6.943957002717207061e+00,4.020546041476254828e+00,7.264222882595174902e-01,2.943000000004730055e+01
1.233205534255709246e+01,-1.752789446804043694e+00,-6.944667160320851629e+00,4.083525199024619745e+00,7.478134965337182027e-01,2.943000000004868255e+01
1.233538923153858846e+01,-1.745758204923650858e+00,-6.945406139276997237e+00,4.146516793625381503e+00,7.692935133603008291e-01,2.943000000004938954e+01
1.233872312052008624e+01,-1.738612042553680181e+00,-6.946176284378996257e+00,4.209513440523894090e+00,7.908686332301938515e-01,2.943000000004930428e+01
1.234205700950158224e+01,-1.731350128363881247e+00,-6.946979989390909438e+00,4.272507390545441375e+00,8.125454225465172930e-01,2.943000000004854400e+01
1.234539089848308002e+01,-1.723971601534466602e+00,-6.947819697872894551e+00,4.335490527516271619e+00,8.343307192533349070e-01,2.943000000004715844e+01
1.234872478746457602e+01,-1.716475570691021524e+00,-6.948697904023910077e+00,4.398454366253448988e+00,8.562316317847682434e-01,2.943000000004734673e+01
1.235205867644607380e+01,-1.708861112797883219e+00,-6.949617153539954906e+00,4.461390051194743300e+00,8.782555372568531249e-01,2.943000000004850847e+01
1.235539256542756981e+01,-1.701127272011004221e+00,-6.950580044484204301e+00,4.524288355752950075e+00,9.004100788076545570e-01,2.943000000004941086e+01
1.235872645440906759e+01,-1.693273058491088223e+00,-6.951589228165409473e+00,4.587139682482218817e+00,9.227031619909669136e-01,2.943000000004953520e+01
1.236206034339056536e+01,-1.685297447177480645e+00,-6.952647410024099806e+00,4.649934064152999369e+00,9.451429501250915299e-01,2.943000000004946060e+01
1.236539423237206137e+01,-1.677199376525052577e+00,-6.953757350519154556e+00,4.712661165847674916e+00,9.677378584699486419e-01,2.943000000004833794e+01
1.236872812135355915e+01,-1.668977747206708884e+00,-6.954921866009343034e+00,4.775310288199967168e+00,9.904965471021275336e-01,2.943000000004801109e+01
1.237206201033505515e+01,-1.660631420783902801e+00,-6.956143829625000663e+00,4.837870371908160827e+00,1.013427912350486793e+00,2.943000000004915151e+01
1.237539589931655293e+01,-1.652159218349336545e+00,-6.957426172120829477e+00,4.900330003676145907e+00,1.036541076627449431e+00,2.943000000004972350e+01
1.237872978829804893e+01,-1.643559919147359993e+00,-6.958771882699025468e+00,4.962677423747871686e+00,1.059845376476497014e+00,2.943000000004972350e+01
1.238206367727954671e+01,-1.634832259176909997e+00,-6.960184009794708970e+00,5.024900535215281572e+00,1.083350348651135553e+00,2.943000000004953165e+01
1.238539756626104271e+01,-1.625974929785161116e+00,-6.961665661808046579e+00,5.086986915304961165e+00,1.107065714002019030e+00,2.943000000004887440e+01
1.238873145524254049e+01,-1.616986576260697861e+00,-6.963220007767860764e+00,5.148923828869260255e+00,1.131001358936627899e+00,2.943000000004942152e+01
1.239206534422403649e+01,-1.607865796436472650e+00,-6.964850277909716780e+00,5.210698244326339434e+00,1.155167314193275674e+00,2.943000000004983363e+01
1.239539923320553427e+01,-1.598611139315984531e+00,-6.966559764145182854e+00,5.272296852329033001e+00,1.179573730634472684e+00,2.943000000004983008e+01
1.239873312218703028e+01,-1.589221103737349150e+00,-6.968351820399004026e+00,5.333706087459945344e+00,1.204230851747945863e+00,2.943000000004969507e+01
1.240206701116852805e+01,-1.579694137093268669e+00,-6.970229862784434793e+00,5.394912153288657031e+00,1.229148982503867948e+00,2.943000000004964889e+01
1.240540090015002406e+01,-1.570028634128326717e+00,-6.972197369582699977e+00,5.455901051156328840e+00,1.254338454184867890e+00,2.943000000004985850e+01
1.240873478913152184e+01,-1.560222935838161407e+00,-6.974257880987644320e+00,5.516658613090696051e+00,1.279809584770181807e+00,2.943000000004983008e+01
1.241206867811301784e+01,-1.550275328499929994e+00,-6.976414998569688386e+00,5.577170539291157247e+00,1.305572634414226885e+00,2.943000000004965955e+01
1.241540256709451562e+01,-1.540184042867659642e+00,-6.978672384406888085e+00,5.637422440664908940e+00,1.331637755521483557e+00,2.943000000004956007e+01
1.241873645607601162e+01,-1.529947253572330856e+00,-6.981033759821923645e+00,5.697399886936756808e+00,1.358014936873650935e+00,2.943000000004986205e+01
1.242207034505750940e+01,-1.519563078772301346e+00,-6.983502903655275595e+00,5.757088460900217974e+00,1.384713941222935230e+00,2.943000000004980876e+01
1.242540423403900540e+01,-1.509029580107587476e+00,-6.986083649993566347e+00,5.816473819421596581e+00,1.411744235717517171e+00,2.943000000004961692e+01
1.242873812302050318e+01,-1.498344763018844006e+00,-6.988779885261399372e+00,5.875541761852586475e+00,1.439114914484688867e+00,2.943000000004916572e+01
1.243207201200199918e+01,-1.487506577502200500e+00,-6.991595544570112786e+00,5.934278306550828219e+00,1.466834612649478231e+00,2.943000000004963113e+01
1.243540590098349696e+01,-1.476512919380454258e+00,-6.994534607203569010e+00,5.992669776245773683e+00,1.494911411032918469e+00,2.943000000004989403e+01
1.243873978996499297e+01,-1.465361632184371654e+00,-6.997601091101813608e+00,6.050702893023190754e+00,1.523352730734503835e+00,2.943000000004988692e+01
1.244207367894649074e+01,-1.454050509749096776e+00,-7.000799046188157071e+00,6.108364883722249949e+00,1.552165216788973678e+00,2.943000000005005390e+01
1.244540756792798675e+01,-1.442577299646935263e+00,-7.004132546361127254e+00,6.165643596551614536e+00,1.581354610071467715e+00,2.943000000004895611e+01
1.244874145690948453e+01,-1.430939707592204790e+00,-7.007605679953224254e+00,6.222527629726341658e+00,1.610925606637256147e+00,2.943000000004950323e+01
1.245207534589098053e+01,-1.419135402972461213e+00,-7.011222538431576723e+00,6.279006472885563461e+00,1.640881703723353402e+00,2.943000000005039496e+01
1.245540923487247831e+01,-1.407162025678236894e+00,-7.014987203090967682e+00,6.335070661998106978e+00,1.671225031699936192e+00,2.943000000005276462e+01
1.245874312385397431e+01,-1.395017194423425977e+00,-7.018903729461797525e+00,6.390711948340245030e+00,1.701956171385425653e+00,2.943000000005451966e+01
1.246207701283547209e+01,-1.382698516768616326e+00,-7.022976129127356693e+00,6.445923481976482350e+00,1.733073956302425778e+00,2.943000000004641947e+01
1.246541090181696809e+01,-1.370203601082272904e+00,-7.027208348613930511e+00,6.500700009943034985e+00,1.764575259688798470e+00,2.943000000004935401e+01
1.246874479079846587e+01,-1.357530070688761192e+00,-7.031604244999091868e+00,6.555038088983215161e+00,1.796454766445638063e+00,2.943000000005205408e+01
1.247207867977996187e+01,-1.344675580483048805e+00,-7.036167557839720033e+00,6.608936312327740481e+00,1.828704730564329362e+00,2.943000000007522488e+01
1.247541256876145965e+01,-1.331637836290517907e+00,-7.040901877027968325e+00,6.662395549370039305e+00,1.861314719247040061e+00,2.943000000006973238e+01
1.247874645774295743e+01,-1.318414617279911827e+00,-7.045810606140944898e+00,6.715419196514528899e+00,1.894271345513129035e+00,2.943000000003448946e+01
1.248208034672445343e+01,-1.305003801728270574e+00,-7.050896920868396478e+00,6.768013436481319367e+00,1.927557992113998919e+00,2.943000000004863992e+01
1.248541423570595121e+01,-1.291403396418969063e+00,-7.056163722134019878e+00,6.820187502322194284e+00,1.961154530632995829e+00,2.943000000005252303e+01
1.248874812468744722e+01,-1.277611569982883832e+00,-7.061613583479020129e+00,6.871953941288797552e+00,1.995037040775582859e+00,2.943000000008242978e+01
1.249208201366894500e+01,-1.263626690378008233e+00,-7.067248692461407522e+00,6.923328871915876981e+00,2.029177536702209572e+00,2.943000000004679251e+01
1.249541590265044100e+01,-1.249447366722824970e+00,-7.073070785784875802e+00,6.974332226314638561e+00,2.063543708627955553e+00,2.943000000004077066e+01
