# t,q1,q2,p1,p2,H
1.153525587597932889e+00,-1.201735473193546122e+00,-1.113749680564664279e+00,-6.749903700197650736e+00,-3.491092754416097232e+00,2.943000000000450100e+01
1.156859476579429780e+00,-1.212503472789661307e+00,-1.114618607262681360e+00,-6.688510528195105387e+00,-3.461998492150687667e+00,2.943000000000272109e+01
1.160193365560926670e+00,-1.223154560445446126e+00,-1.115517202347686254e+00,-6.626837636281016408e+00,-3.432925544376064675e+00,2.942999999999856087e+01
1.163527254542423783e+00,-1.233687286553305729e+00,-1.116447590519258792e+00,-6.564893377738123093e+00,-3.403874761776391811e+00,2.942999999999803507e+01
1.166861143523920674e+00,-1.244100316253786476e+00,-1.117411702696832210e+00,-6.502685956083462671e+00,-3.374846944496077139e+00,2.942999999999823757e+01
1.170195032505417565e+00,-1.254392426672785943e+00,-1.118411280508186723e+00,-6.440223449107891796e+00,-3.345842815323770481e+00,2.943000000000254346e+01
1.173528921486914456e+00,-1.264562503808809080e+00,-1.119447881376429477e+00,-6.377513830000937745e+00,-3.316862996334431379e+00,2.943000000000450456e+01
1.176862810468411347e+00,-1.274609539115701740e+00,-1.120522884131123886e+00,-6.314564985593755786e+00,-3.287907988936475068e+00,2.943000000000454719e+01
1.180196699449908238e+00,-1.284532625836464437e+00,-1.121637495054517375e+00,-6.251384731735918798e+00,-3.258978157280194576e+00,2.943000000000558458e+01
1.183530588431405128e+00,-1.294330955131012040e+00,-1.122792754293121087e+00,-6.187980825909423110e+00,-3.230073714900719484e+00,2.943000000000549932e+01
1.186864477412902019e+00,-1.304003812046367283e+00,-1.123989542555678733e+00,-6.124360977204029943e+00,-3.201194714443563516e+00,2.943000000000072447e+01
1.190198366394398910e+00,-1.313550571370981634e+00,-1.125228588029679733e+00,-6.060532853805455034e+00,-3.172341040293500392e+00,2.942999999999862837e+01
1.193532255375896023e+00,-1.322970693409168064e+00,-1.126510473457673633e+00,-5.996504088161501045e+00,-3.143512403914160203e+00,2.943000000000385796e+01
1.196866144357392914e+00,-1.332263719715140127e+00,-1.127835643308247482e+00,-5.932282280018173815e+00,-3.114708341677852488e+00,2.943000000000449035e+01
1.200200033338889805e+00,-1.341429268821335841e+00,-1.129204410983926099e+00,-5.867874997540833526e+00,-3.085928214941877190e+00,2.943000000000560235e+01
1.203533922320386695e+00,-1.350467031984259547e+00,-1.130616966028004100e+00,-5.803289776690824908e+00,-3.057171212175049835e+00,2.943000000000960625e+01
1.206867811301883586e+00,-1.359376768976371386e+00,-1.132073381281558655e+00,-5.738534119085560548e+00,-3.028436352878749460e+00,2.943000000000853333e+01
1.210201700283380477e+00,-1.368158303949430943e+00,-1.133573619948043731e+00,-5.673615488541117635e+00,-2.999722493076779628e+00,2.943000000000130356e+01
1.213535589264877368e+00,-1.376811521384633918e+00,-1.135117542538693680e+00,-5.608541306485491873e+00,-2.971028332162254593e+00,2.943000000000009919e+01
1.216869478246374259e+00,-1.385336362142739697e+00,-1.136704913675397055e+00,-5.543318946425795701e+00,-2.942352420895111731e+00,2.943000000000403560e+01
1.220203367227871150e+00,-1.393732819634497133e+00,-1.138335408715575925e+00,-5.477955727660256180e+00,-2.913693170334115123e+00,2.943000000000500904e+01
1.223537256209368262e+00,-1.402000936120349595e+00,-1.140008620182393351e+00,-5.412458908394969015e+00,-2.885048861523030084e+00,2.943000000000624539e+01
1.226871145190865153e+00,-1.410140799142400425e+00,-1.141724063993568627e+00,-5.346835678410438497e+00,-2.856417655767566899e+00,2.943000000001232408e+01
1.230205034172362044e+00,-1.418152538098046644e+00,-1.143481185470663464e+00,-5.281093151422567189e+00,-2.827797605337782905e+00,2.943000000001497085e+01
1.233538923153858935e+00,-1.426036320961751258e+00,-1.145279365116314452e+00,-5.215238357274594172e+00,-2.799186664441084549e+00,2.943000000000841254e+01
1.236872812135355826e+00,-1.433792351155060096e+00,-1.147117924156975555e+00,-5.149278234062453663e+00,-2.770582700348323435e+00,2.943000000000061789e+01
1.240206701116852717e+00,-1.441420864563299542e+00,-1.148996129851441061e+00,-5.083219620291153262e+00,-2.741983504561151364e+00,2.943000000000205674e+01
1.243540590098349607e+00,-1.448922126697983259e+00,-1.150913200564461558e+00,-5.017069247159301248e+00,-2.713386803908999667e+00,2.943000000000440153e+01
1.246874479079846498e+00,-1.456296430012655740e+00,-1.152868310590939194e+00,-4.950833731049544717e+00,-2.684790271481734436e+00,2.943000000000451877e+01
1.250208368061343389e+00,-1.463544091359673116e+00,-1.154860594749089753e+00,-4.884519566282057745e+00,-2.656191537334267938e+00,2.943000000000515115e+01
1.253542257042840502e+00,-1.470665449586318951e+00,-1.156889152743085347e+00,-4.818133118190123021e+00,-2.627588198891528393e+00,2.943000000000692751e+01
1.256876146024337393e+00,-1.477660863269079972e+00,-1.158953053295440627e+00,-4.751680616561776205e+00,-2.598977830999617655e+00,2.943000000000730410e+01
1.260210035005834284e+00,-1.484530708580385161e+00,-1.161051338056845017e+00,-4.685168149487384248e+00,-2.570357995575039300e+00,2.943000000000548511e+01
1.263543923987331175e+00,-1.491275377282720971e+00,-1.163183025300122964e+00,-4.618601657636254743e+00,-2.541726250821700894e+00,2.943000000000392191e+01
1.266877812968828065e+00,-1.497895274844513791e+00,-1.165347113405876822e+00,-4.551986928984455893e+00,-2.513080159986378348e+00,2.943000000000436245e+01
1.270211701950324956e+00,-1.504390818672461716e+00,-1.167542584147061246e+00,-4.485329594014070054e+00,-2.484417299625612419e+00,2.943000000000454008e+01
1.273545590931821847e+00,-1.510762436456976276e+00,-1.169768405777877440e+00,-4.418635121382450848e+00,-2.455735267381173426e+00,2.943000000000450100e+01
1.276879479913318738e+00,-1.517010564622111701e+00,-1.172023535938526928e+00,-4.351908814075320819e+00,-2.427031689244927293e+00,2.943000000000452943e+01
1.280213368894815851e+00,-1.523135646876348170e+00,-1.174306924381581796e+00,-4.285155806037688642e+00,-2.398304226314820653e+00,2.943000000000451877e+01
1.283547257876312742e+00,-1.529138132858357757e+00,-1.176617515528778135e+00,-4.218381059279279199e+00,-2.369550581042203508e+00,2.943000000000449035e+01
1.286881146857809632e+00,-1.535018476872091808e+00,-1.178954250866776743e+00,-4.151589361447274307e+00,-2.340768502974658993e+00,2.943000000000450100e+01
1.290215035839306523e+00,-1.540777136706330985e+00,-1.181316071189155936e+00,-4.084785323855191663e+00,-2.311955794002884534e+00,2.943000000000457561e+01
1.293548924820803414e+00,-1.546414572533813869e+00,-1.183701918691923982e+00,-4.017973379956764290e+00,-2.283110313119934176e+00,2.943000000000469996e+01
1.296882813802300305e+00,-1.551931245884742294e+00,-1.186110738930774566e+00,-3.951157784251309035e+00,-2.254229980704694380e+00,2.943000000000458982e+01
1.300216702783797196e+00,-1.557327618689211324e+00,-1.188541482649862147e+00,-3.884342611598042172e+00,-2.225312782353841445e+00,2.943000000000456495e+01
1.303550591765294087e+00,-1.562604152385533851e+00,-1.190993107484783264e+00,-3.817531756932246445e+00,-2.196356772263155399e+00,2.943000000000436955e+01
1.306884480746790977e+00,-1.567761307089404310e+00,-1.193464579549438076e+00,-3.750728935358575988e+00,-2.167360076185629314e+00,2.943000000000405691e+01
1.310218369728288090e+00,-1.572799540819659780e+00,-1.195954874913276900e+00,-3.683937682604933261e+00,-2.138320893981729309e+00,2.943000000000403205e+01
1.313552258709784981e+00,-1.577719308776698526e+00,-1.198462980975467884e+00,-3.617161355817778645e+00,-2.109237501780868218e+00,2.943000000000426652e+01
1.316886147691281872e+00,-1.582521062670360523e+00,-1.200987897741225163e+00,-3.550403134680204964e+00,-2.080108253772196214e+00,2.943000000000453298e+01
1.320220036672778763e+00,-1.587205250094062103e+00,-1.203528639005493561e+00,-3.483666022834297049e+00,-2.050931583642771283e+00,2.943000000000473193e+01
1.323553925654275654e+00,-1.591772313941235861e+00,-1.206084233451016230e+00,-3.416952849587867380e+00,-2.021706005684343221e+00,2.943000000000453653e+01
1.326887814635772544e+00,-1.596222691860480714e+00,-1.208653725667471202e+00,-3.350266271885700142e+00,-1.992430115591060202e+00,2.943000000000450456e+01
1.330221703617269435e+00,-1.600556815748340966e+00,-1.211236177092281263e+00,-3.283608776530044793e+00,-1.963102590958968552e+00,2.943000000000428784e+01
1.333555592598766326e+00,-1.604775111275974941e+00,-1.213830666880807430e+00,-3.216982682630518120e+00,-1.933722191511804578e+00,2.943000000000390060e+01
1.336889481580263217e+00,-1.608877997447178965e+00,-1.216436292710062705e+00,-3.150390144265848402e+00,-1.904287759070467434e+00,2.943000000000369454e+01
1.340223370561760330e+00,-1.612865886185383735e+00,-1.219052171520357497e+00,-3.083833153340729272e+00,-1.874798217284073143e+00,2.943000000000378336e+01
1.343557259543257221e+00,-1.616739181947876691e+00,-1.221677440198054132e+00,-3.017313542622124256e+00,-1.845252571138856323e+00,2.943000000000404981e+01
1.346891148524754112e+00,-1.620498281365523985e+00,-1.224311256202611276e+00,-2.950832988939256385e+00,-1.815649906261147084e+00,2.943000000000452232e+01
1.350225037506251002e+00,-1.624143572906073807e+00,-1.226952798141473844e+00,-2.884393016531683340e+00,-1.785989388031109737e+00,2.943000000000458982e+01
1.353558926487747893e+00,-1.627675436557725286e+00,-1.229601266299714446e+00,-2.817995000531080763e+00,-1.756270260526731075e+00,2.943000000000440863e+01
1.356892815469244784e+00,-1.631094243533678823e+00,-1.232255883122385987e+00,-2.751640170563343979e+00,-1.726491845307242867e+00,2.943000000000437311e+01
1.360226704450741675e+00,-1.634400355995226040e+00,-1.234915893654687791e+00,-2.685329614457917291e+00,-1.696653540052670550e+00,2.943000000000413863e+01
1.363560593432238566e+00,-1.637594126792326188e+00,-1.237580565942276500e+00,-2.619064282052288029e+00,-1.666754817073260675e+00,2.943000000000377270e+01
1.366894482413735457e+00,-1.640675899219982137e+00,-1.240249191394946493e+00,-2.552844989078637994e+00,-1.636795221703045256e+00,2.943000000000346716e+01
1.370228371395232569e+00,-1.643646006789535763e+00,-1.242921085115639368e+00,-2.486672421122307242e+00,-1.606774370589207246e+00,2.943000000000336769e+01
1.373562260376729460e+00,-1.646504773014138001e+00,-1.245595586196426297e+00,-2.420547137641905433e+00,-1.576691949888555433e+00,2.943000000000354888e+01
1.376896149358226351e+00,-1.649252511207665250e+00,-1.248272057983112582e+00,-2.354469576040806977e+00,-1.546547713382364408e+00,2.943000000000408534e+01
1.380230038339723242e+00,-1.651889524296338063e+00,-1.250949888310120217e+00,-2.288440055779938476e+00,-1.516341480520918772e+00,2.943000000000455785e+01
1.383563927321220133e+00,-1.654416104641205143e+00,-1.253628489709696980e+00,-2.222458782523546450e+00,-1.486073134409897190e+00,2.943000000000429139e+01
1.386897816302717024e+00,-1.656832533871609003e+00,-1.256307299595494253e+00,-2.156525852311261371e+00,-1.455742619745903799e+00,2.943000000000419547e+01
1.390231705284213914e+00,-1.659139082729692127e+00,-1.258985780420216471e+00,-2.090641255744395632e+00,-1.425349940710997521e+00,2.943000000000413152e+01
1.393565594265710805e+00,-1.661336010924800544e+00,-1.261663419810532316e+00,-2.024804882184219501e+00,-1.394895158834611015e+00,2.943000000000384730e+01
1.396899483247207696e+00,-1.663423566997526581e+00,-1.264339730679771456e+00,-1.959016523952225919e+00,-1.364378390832202470e+00,2.943000000000337835e+01
1.400233372228704809e+00,-1.665401988192701133e+00,-1.267014251320100149e+00,-1.893275880526257060e+00,-1.333799806428795254e+00,2.943000000000294136e+01
1.403567261210201700e+00,-1.667271500341253709e+00,-1.269686545474677297e+00,-1.827582562727064985e+00,-1.303159626174262620e+00,2.943000000000279925e+01
1.406901150191698591e+00,-1.669032317750853256e+00,-1.272356202390303670e+00,-1.761936096889792580e+00,-1.272458119257168674e+00,2.943000000000305860e+01
1.410235039173195482e+00,-1.670684643105249112e+00,-1.275022836851066321e+00,-1.696335929015015509e+00,-1.241695601324055653e+00,2.943000000000363059e+01
1.413568928154692372e+00,-1.672228667372226196e+00,-1.277686089193485808e+00,-1.630781428893825602e+00,-1.210872432310985625e+00,2.943000000000417415e+01
1.416902817136189263e+00,-1.673664569720059170e+00,-1.280345625303741075e+00,-1.565271894201595515e+00,-1.179989014294189564e+00,2.943000000000430205e+01
1.420236706117686154e+00,-1.674992517441172613e+00,-1.283001136599965841e+00,-1.499806554558587246e+00,-1.149045789365428893e+00,2.943000000000417771e+01
1.423570595099183045e+00,-1.676212665884924125e+00,-1.285652339995972504e+00,-1.434384575551673979e+00,-1.118043237536175738e+00,2.943000000000418126e+01
1.426904484080679936e+00,-1.677325158398967231e+00,-1.288298977847853521e+00,-1.369005062711457832e+00,-1.086981874678108584e+00,2.943000000000404981e+01
1.430238373062177049e+00,-1.678330126279161671e+00,-1.290940817884088432e+00,-1.303667065444672479e+00,-1.055862250503840638e+00,2.943000000000365546e+01
1.433572262043673939e+00,-1.679227688728236467e+00,-1.293577653118906268e+00,-1.238369580915983370e+00,-1.024684946593555468e+00,2.943000000000317584e+01
1.436906151025170830e+00,-1.680017952823294580e+00,-1.296209301749104092e+00,-1.173111557876215016e+00,-9.934505744722529341e-01,2.943000000000296623e+01
1.440240040006667721e+00,-1.680701013492577722e+00,-1.298835607033833828e+00,-1.107891900434111454e+00,-9.621597737422131758e-01,2.943000000000326111e+01
1.443573928988164612e+00,-1.681276953501923854e+00,-1.301456437156875756e+00,-1.042709471768576535e+00,-9.308132102752233461e-01,2.943000000000393612e+01
1.446907817969661503e+00,-1.681745843451341038e+00,-1.304071685070912201e+00,-9.775630977784397491e-01,-8.994115744691437708e-01,2.943000000000451521e+01
1.450241706951158394e+00,-1.682107741782123300e+00,-1.306681268323319767e+00,-9.124515706667492010e-01,-8.679555795733845391e-01,2.943000000000450811e+01
1.453575595932655284e+00,-1.682362694794916402e+00,-1.309285128863033387e+00,-8.473736524566093387e-01,-8.364459600878341172e-01,2.943000000000431271e+01
1.456909484914152397e+00,-1.682510736678519025e+00,-1.311883232829162527e+00,-7.823280784355655104e-01,-8.048834702384881634e-01,2.943000000000430560e+01
1.460243373895649288e+00,-1.682551889551167967e+00,-1.314475570318319964e+00,-7.173135605269513881e-01,-7.732688825345301886e-01,2.943000000000429850e+01
1.463577262877146179e+00,-1.682486163514685495e+00,-1.317062155130359624e+00,-6.523287905846919532e-01,-7.416029864116948644e-01,2.943000000000421679e+01
1.466911151858643070e+00,-1.682313556721739767e+00,-1.319643024492313410e+00,-5.873724436090127510e-01,-7.098865869651198590e-01,2.943000000000413863e+01
1.470245040840139961e+00,-1.682034055457169996e+00,-1.322218238759025333e+00,-5.224431808804956834e-01,-6.781205037761546262e-01,2.943000000000414573e+01
1.473578929821636851e+00,-1.681647634234192390e+00,-1.324787881089271480e+00,-4.575396530098932990e-01,-6.463055698371664715e-01,2.943000000000424166e+01
1.476912818803133742e+00,-1.681154255906423423e+00,-1.327352057095920967e+00,-3.926605029011632220e-01,-6.144426305784592701e-01,2.943000000000431626e+01
1.480246707784630633e+00,-1.680553871796656829e+00,-1.329910894468684823e+00,-3.278043686251871369e-01,-5.825325430014198780e-01,2.943000000000432692e+01
1.483580596766127524e+00,-1.679846421843243176e+00,-1.332464542568196242e+00,-2.629698862013365446e-01,-5.505761749218879286e-01,2.943000000000432692e+01
1.486914485747624637e+00,-1.679031834765067011e+00,-1.335013171989866576e+00,-1.981556922841129498e-01,-5.185744043275303250e-01,2.943000000000432337e+01
1.490248374729121528e+00,-1.678110028246576846e+00,-1.337556974095114315e+00,-1.333604267531642018e-01,-4.865281188536008661e-01,2.943000000000430560e+01
1.493582263710618419e+00,-1.677080909143773058e+00,-1.340096160508635892e+00,-6.858273520321889194e-02,-4.544382153807251523e-01,2.943000000000428074e+01
1.496916152692115309e+00,-1.675944373712462410e+00,-1.342630962579603793e+00,-3.821271331811482153e-03,-4.223055997586959709e-01,2.943000000000427718e+01
1.500250041673612200e+00,-1.674700307860138349e+00,-1.345161630804608599e+00,6.092530077769353625e-02,-3.901311866599606049e-01,2.943000000000429495e+01
1.503583930655109091e+00,-1.673348587422919476e+00,-1.347688434210032815e+00,1.256583044800612392e-01,-3.579158995664958876e-01,2.943000000000432337e+01
1.506917819636605982e+00,-1.671889078468950407e+00,-1.350211659691617383e+00,1.903790485015512679e-01,-3.256606708936306549e-01,2.943000000000432692e+01
1.510251708618102873e+00,-1.670321637629773370e+00,-1.352731611308814363e+00,2.550888249848518585e-01,-2.933664422539142835e-01,2.943000000000433403e+01
1.513585597599599764e+00,-1.668646112461379172e+00,-1.355248609531095827e+00,3.197889076472382741e-01,-2.610341648642963697e-01,2.943000000000436245e+01
1.516919486581096876e+00,-1.666862341836540695e+00,-1.357762990433681871e+00,3.844805500538735488e-01,-2.286648000991864105e-01,2.943000000000433047e+01
1.520253375562593767e+00,-1.664970156370172205e+00,-1.360275104839865357e+00,4.491649840077799327e-01,-1.962593201920447838e-01,2.943000000000424876e+01
1.523587264544090658e+00,-1.662969378879537441e+00,-1.362785317406970398e+00,5.138434180573745458e-01,-1.638187090871714435e-01,2.943000000000424876e+01
1.526921153525587549e+00,-1.660859824881163682e+00,-1.365294005652907705e+00,5.785170361221441127e-01,-1.313439634432761460e-01,2.943000000000432692e+01
1.530255042507084440e+00,-1.658641303126362265e+00,-1.367801558920298977e+00,6.431869962370333482e-01,-9.883609378990623751e-02,2.943000000000434468e+01
1.533588931488581331e+00,-1.656313616177341075e+00,-1.370308377274971345e+00,7.078544294148959581e-01,-6.629612583652434721e-02,2.943000000000438376e+01
1.536922820470078221e+00,-1.653876561025888314e+00,-1.372814870335524517e+00,7.725204386259332257e-01,-3.372510193393070399e-02,2.943000000000454008e+01
1.540256709451575112e+00,-1.651329929756630177e+00,-1.375321456030805578e+00,8.371860978922579521e-01,-1.124082686138366816e-03,2.943000000000446548e+01
1.543590598433072003e+00,-1.648673510257028463e+00,-1.377828559281784271e+00,9.018524514953711879e-01,3.150585128923630296e-02,2.943000000000417060e+01
1.546924487414569116e+00,-1.645907086976078348e+00,-1.380336610604627534e+00,9.665205132921315112e-01,6.416359745666250225e-02,2.943000000000414573e+01
1.550258376396066007e+00,-1.643030441733627667e+00,-1.382846044631822702e+00,1.031191266134457107e+00,9.684802931937701309e-02,2.943000000000430916e+01
1.553592265377562898e+00,-1.640043354582537916e+00,-1.385357298547826410e+00,1.095865661387285472e+00,1.295579942430587495e-01,2.943000000000434113e+01
1.556926154359059788e+00,-1.636945604725722703e+00,-1.387870810435963831e+00,1.160544618536393235e+00,1.622923111556569542e-01,2.943000000000444061e+01
1.560260043340556679e+00,-1.633736971489579526e+00,-1.390387017533968539e+00,1.225229024877305228e+00,1.950497681330083943e-01,2.943000000000468219e+01
1.563593932322053570e+00,-1.630417235355868133e+00,-1.392906354394952251e+00,1.289919735274106527e+00,2.278291198827616104e-01,2.943000000000449390e+01
1.566927821303550461e+00,-1.626986179053872439e+00,-1.395429250950796618e+00,1.354617571975900381e+00,2.606290851402717212e-01,2.943000000000409244e+01
1.570261710285047352e+00,-1.623443588714009733e+00,-1.397956130476007530e+00,1.419323324474867087e+00,2.934483439945652083e-01,2.943000000000421323e+01
1.573595599266544243e+00,-1.619789255084050250e+00,-1.400487407450070387e+00,1.484037749389417016e+00,3.262855351629828093e-01,2.943000000000471061e+01
1.576929488248041356e+00,-1.616022974809598889e+00,-1.403023485315709085e+00,1.548761570352242600e+00,3.591392532371823765e-01,2.943000000000473193e+01
1.580263377229538246e+00,-1.612144551779630675e+00,-1.405564754131604088e+00,1.613495477882106899e+00,3.920080459245665616e-01,2.943000000000569116e+01
1.583597266211035137e+00,-1.608153798536531731e+00,-1.408111588120296354e+00,1.678240129211740150e+00,4.248904113166682150e-01,2.943000000000827754e+01
1.586931155192532028e+00,-1.604050537751247507e+00,-1.410664343110237251e+00,1.742996148045348859e+00,4.577847952142275467e-01,2.943000000000873939e+01
1.590265044174028919e+00,-1.599834603764720198e+00,-1.413223353870040944e+00,1.807764124216497015e+00,4.906895885422402070e-01,2.943000000000530747e+01
1.593598933155525810e+00,-1.595505844193391587e+00,-1.415788931338230139e+00,1.872544613208760644e+00,5.236031248979498010e-01,2.943000000000182581e+01
1.596932822137022701e+00,-1.591064121596384551e+00,-1.418361359752003059e+00,1.937338135501317060e+00,5.565236782751036282e-01,2.943000000000272465e+01
1.600266711118519591e+00,-1.586509315202130121e+00,-1.420940893678324546e+00,2.002145175701522284e+00,5.894494610078574448e-01,2.943000000000418837e+01
1.603600600100016482e+00,-1.581841322696853736e+00,-1.423527754943625823e+00,2.066966181420152537e+00,6.223786219837299516e-01,2.943000000000424876e+01
1.606934489081513595e+00,-1.577060062067181745e+00,-1.426122129473825328e+00,2.131801561839176351e+00,6.553092451844618749e-01,2.943000000000457206e+01
1.610268378063010486e+00,-1.572165473491473175e+00,-1.428724164052834311e+00,2.196651685925080866e+00,6.882393486087153844e-01,2.943000000000506589e+01
1.613602267044507377e+00,-1.567157521278688126e+00,-1.431333963001361287e+00,2.261516880232953497e+00,7.211668836387461479e-01,2.943000000000442995e+01
1.616936156026004268e+00,-1.562036195847860132e+00,-1.433951584786543831e+00,2.326397426246883615e+00,7.540897349142511308e-01,2.943000000000343874e+01
1.620270045007501158e+00,-1.556801515740368069e+00,-1.436577038574356813e+00,2.391293557198280961e+00,7.870057207813184741e-01,2.943000000000399297e+01
1.623603933988998049e+00,-1.551453529657119468e+00,-1.439210280736860526e+00,2.456205454303478142e+00,8.199125943845380071e-01,2.943000000000421679e+01
1.626937822970494940e+00,-1.545992318515014174e+00,-1.441851211322866089e+00,2.521133242361254911e+00,8.528080454711655101e-01,2.943000000000424521e+01
1.630271711951991831e+00,-1.540417997509531789e+00,-1.444499670512265466e+00,2.586076984648633115e+00,8.856897029805864685e-01,2.943000000000431982e+01
1.633605600933488944e+00,-1.534730718173917152e+00,-1.447155435068664397e+00,2.651036677056844759e+00,9.185551384877849168e-01,2.943000000000424521e+01
1.636939489914985835e+00,-1.528930670424153648e+00,-1.449818214806926298e+00,2.716012241407653516e+00,9.514018705720110880e-01,2.943000000000351690e+01
1.640273378896482726e+00,-1.523018084576470033e+00,-1.452487649096099842e+00,2.781003517895959121e+00,9.842273701768395888e-01,2.943000000000323269e+01
1.643607267877979616e+00,-1.516993233322601053e+00,-1.455163303420608401e+00,2.846010256606664068e+00,1.017029067025732259e+00,2.943000000000425942e+01
1.646941156859476507e+00,-1.510856433649634845e+00,-1.457844666020050806e+00,2.911032108058263734e+00,1.049804357152890777e+00,2.943000000000424876e+01
1.650275045840973398e+00,-1.504608048690191824e+00,-1.460531144629763523e+00,2.976068612735366159e+00,1.082550611599594426e+00,2.943000000000392546e+01
1.653608934822470289e+00,-1.498248489484222734e+00,-1.463222063351314217e+00,3.041119189574942094e+00,1.115265186323923130e+00,2.943000000000344585e+01
1.656942823803967180e+00,-1.491778216638269816e+00,-1.465916659675028599e+00,3.106183123385499734e+00,1.147945433356910794e+00,2.943000000000359151e+01
1.660276712785464071e+00,-1.485197741864631382e+00,-1.468614081682087846e+00,3.171259551185339642e+00,1.180588713231331521e+00,2.943000000000374783e+01
1.663610601766961183e+00,-1.478507629383652544e+00,-1.471313385452674760e+00,3.236347447462236016e+00,1.213192408692320479e+00,2.943000000000433758e+01
1.666944490748458074e+00,-1.471708497172238062e+00,-1.474013532706926588e+00,3.301445608365027873e+00,1.245753939691067735e+00,2.943000000000425587e+01
1.670278379729954965e+00,-1.464801018042106717e+00,-1.476713388704985475e+00,3.366552634859228288e+00,1.278270779640523713e+00,2.943000000000362704e+01
1.673612268711451856e+00,-1.457785920531924795e+00,-1.479411720431683008e+00,3.431666914887163689e+00,1.310740472901946285e+00,2.943000000000272820e+01
1.676946157692948747e+00,-1.450663989598109938e+00,-1.482107195090584195e+00,3.496786604596302972e+00,1.343160653448587150e+00,2.943000000000337479e+01
1.680280046674445638e+00,-1.443436067089470809e+00,-1.484798378931720952e+00,3.561909608712477748e+00,1.375529064637977861e+00,2.943000000000398586e+01
1.683613935655942528e+00,-1.436103051994959801e+00,-1.487483736431292280e+00,3.627033560156422975e+00,1.407843580000589734e+00,2.943000000000435534e+01
1.686947824637439419e+00,-1.428665900452322779e+00,-1.490161629844119595e+00,3.692155799014256612e+00,1.440102224940932540e+00,2.943000000000402849e+01
1.690281713618936310e+00,-1.421125625507388524e+00,-1.492830319146986939e+00,3.757273350997885952e+00,1.472303199219690439e+00,2.943000000000311545e+01
1.693615602600433423e+00,-1.413483296619912011e+00,-1.495487962381500502e+00,3.822382905537458964e+00,1.504444900076264302e+00,2.943000000000053973e+01
1.696949491581930314e+00,-1.405740038910956891e+00,-1.498132616407148898e+00,3.887480793673408375e+00,1.536525945826386241e+00,2.943000000000080973e+01
1.700283380563427205e+00,-1.397897032146089735e+00,-1.500762238076398747e+00,3.952562965923062777e+00,1.568545199760212006e+00,2.943000000000347072e+01
1.703617269544924095e+00,-1.389955509460248928e+00,-1.503374685826096346e+00,4.017624970312342114e+00,1.600501794146262258e+00,2.943000000000441929e+01
1.706951158526420986e+00,-1.381916755831332555e+00,-1.505967721677662574e+00,4.082661930765142166e+00,1.632395154144302696e+00,2.943000000000451521e+01
1.710285047507917877e+00,-1.373782106298853778e+00,-1.508539013656124528e+00,4.147668526063545968e+00,1.664225021411854799e+00,2.943000000000419902e+01
1.713618936489414768e+00,-1.365552943943806774e+00,-1.511086138606711815e+00,4.212638969585048798e+00,1.695991477187166474e+00,2.943000000000476390e+01
1.716952825470911659e+00,-1.357230697646520268e+00,-1.513606585387230030e+00,4.277566990017247051e+00,1.727694964639052255e+00,2.943000000000568406e+01
1.720286714452408550e+00,-1.348816839633296460e+00,-1.516097758424338249e+00,4.342445813265103816e+00,1.759336310258805103e+00,2.943000000000591854e+01
1.723620603433905663e+00,-1.340312882826615537e+00,-1.518556981615498458e+00,4.407268145755324440e+00,1.790916744077042377e+00,2.943000000000735383e+01
1.726954492415402553e+00,-1.331720378025417206e+00,-1.520981502540080355e+00,4.472026159316364158e+00,1.822437918511713217e+00,2.943000000000851202e+01
1.730288381396899444e+00,-1.323040910943457549e+00,-1.523368496940713746e+00,4.536711477810136728e+00,1.853901925655689231e+00,2.943000000000406047e+01
1.733622270378396335e+00,-1.314276099123466324e+00,-1.525715073452714510e+00,4.601315165690578191e+00,1.885311312813701790e+00,2.943000000000495930e+01
1.736956159359893226e+00,-1.305427588739594746e+00,-1.528018278567748967e+00,4.665827718627540754e+00,1.916669096132595618e+00,2.943000000000522576e+01
1.740290048341390117e+00,-1.296497051347796692e+00,-1.530275101741884303e+00,4.730239056311754453e+00,1.947978772187836771e+00,2.943000000001059746e+01
1.743623937322887008e+00,-1.287486180586517204e+00,-1.532482480650459555e+00,4.794538517539267630e+00,1.979244327412983395e+00,2.943000000001482164e+01
1.746957826304383898e+00,-1.278396688864694930e+00,-1.534637306536292378e+00,4.858714857666103448e+00,2.010470245258009214e+00,2.943000000001522309e+01
1.750291715285880789e+00,-1.269230304063823978e+00,-1.536736429613699384e+00,4.922756248470593121e+00,2.041661511020734121e+00,2.943000000001564587e+01
1.753625604267377902e+00,-1.259988766283361539e+00,-1.538776664486411594e+00,4.986650280444930416e+00,2.072823614312138130e+00,2.943000000000848715e+01
1.756959493248874793e+00,-1.250673824657904998e+00,-1.540754795538809674e+00,5.050383967533766061e+00,2.103962549119144043e+00,2.943000000000412086e+01
1.760293382230371684e+00,-1.241287234262573369e+00,-1.542667582278336225e+00,5.113943754275013021e+00,2.135084811481940292e+00,2.943000000000413507e+01
1.763627271211868575e+00,-1.231830753140621848e+00,-1.544511764578301527e+00,5.177315525310612898e+00,2.166197394809385557e+00,2.943000000000499128e+01
1.766961160193365465e+00,-1.222306139470207942e+00,-1.546284067797312423e+00,5.240484617196909056e+00,2.197307782883524130e+00,2.943000000000672856e+01
