q1,q2,q1t,q2t,q1tt,q2tt,L,E
1.5679699221246297,1.5707963168838508,-0.23548574173593123,-2.3240299011361166e-06,-9.809725718246053,-0.0004701976315758367,0.11090816486232233,-1.1876395353271896e-09
1.5674792292575783,1.570796311069292,-0.25510901137818115,-3.4471327062584376e-06,-9.809622217849979,-0.0006476271970414844,0.13016297568249036,-1.5183441587351965e-09
1.566949282169838,1.5707963027175509,-0.2747320545350578,-4.958496966699423e-06,-9.809491869473767,-0.0008710821067161407,0.15095812961341756,-1.5147656184932856e-09
1.5663800814058357,1.5707962908953226,-0.29435480932612657,-6.964204063116567e-06,-9.809330389673441,-0.00114790553665458,0.1732936087846743,-1.3353951694439203e-09
1.56577162766429,1.5707962744047999,-0.3139772019232642,-9.590817434357506e-06,-9.80913317856086,-0.0014859831879782226,0.1971693906860061,-1.418879763681602e-09
1.565123921704486,1.5707962519443441,-0.3335991605174686,-1.2961439496031687e-05,-9.80889532001883,-0.001893742952577593,0.22258544916808587,-1.4926208186105683e-09
1.564436964506125,1.5707962218344595,-0.35322059713299714,-1.722688787808875e-05,-9.808611582186611,-0.0023801540843176637,0.24954175193985367,-1.6279329134727405e-09
1.5637107571739763,1.5707961821812404,-0.37284141640742957,-2.255064365700779e-05,-9.80827641782546,-0.0029547266120368404,0.278038261023858,-1.7321837297856746e-09
1.5629453010663197,1.5707961306561875,-0.3924615087621394,-2.912055982512023e-05,-9.80788396495025,-0.003627510274999123,0.3080749311118762,-1.8508798937943993e-09
1.5621405977247977,1.5707960646164554,-0.41208075547808315,-3.7140160017467105e-05,-9.807428047381537,-0.0044090936263927,0.33965170963098756,-1.83700346600979e-09
1.5612966489981814,1.5707959808926775,-0.4316990219422628,-4.6840216716386385e-05,-9.806902175609226,-0.005310602578258448,0.3727685349602962,-1.7476532998550454e-09
1.5604134569781467,1.5707958758990705,-0.45131616080610876,-5.847333642722256e-05,-9.806299547577202,-0.006343699117010302,0.4074253362068898,-1.6994866625097416e-09
1.5594910240942892,1.570795745470526,-0.47093201210479596,-7.231375777401678e-05,-9.805613049740773,-0.00752057954466448,0.4436220322166482,-1.562376200636706e-09
1.5585293530959607,1.5707955848937667,-0.4905463997453654,-8.866336997141786e-05,-9.804835258204035,-0.008853972589711625,0.48135853037686543,-1.459503795597783e-09
1.5575284471118702,1.5707953888051438,-0.5101591326999212,-0.00010784967032180878,-9.8039584400517,-0.010357137198183987,0.5206347257534076,-1.4631488798322323e-09
1.5564883096633084,1.570795151167959,-0.5297700054682909,-0.00013022497180741437,-9.802974554800208,-0.012043860135129501,0.5614505002681417,-1.474679378610233e-09
1.5554089446381878,1.5707948653169834,-0.5493787966664132,-0.00015616882137160846,-9.801875255983806,-0.013928453365600826,0.6038057216878527,-1.477308553265999e-09
1.5542903564947201,1.5707945236092198,-0.568985265730825,-0.0001860936569604511,-9.800651893320442,-0.016025750410751667,0.647700241604007,-1.478866140658397e-09
1.5531325500701993,1.570794117751777,-0.5885891566448834,-0.000220438412564862,-9.79929551439876,-0.018351103620943242,0.6931338955610219,-1.4806321724236682e-09
1.551935530868514,1.5707936383088432,-0.6081901928785168,-0.0002596772061913429,-9.797796867488259,-0.020920379427013514,0.7401065004376751,-1.4817823634771798e-09
1.5506993048566886,1.5707930750505819,-0.6277880809078282,-0.0003043132965895151,-9.796146403634355,-0.0237499549476726,0.7886178545384314,-1.4844188100937572e-09
1.549423878607121,1.5707924167092053,-0.647382507828322,-0.0003548831823392069,-9.794334279683321,-0.026856712936034536,0.8386677357358515,-1.481429534599954e-09
1.548109259486122,1.5707916506555974,-0.6669731385611115,-0.00041196140427504066,-9.792350361801784,-0.03025803586653986,0.8902558993127421,-1.4540234016813258e-09
1.546755455417683,1.5707907633044846,-0.6865596194167716,-0.00047615442019440754,-9.79018422822475,-0.03397180148913579,0.9433820781056141,-1.4047436547315328e-09
1.5453624749909325,1.5707897399301476,-0.7061415763699804,-0.0005481035689226756,-9.787825173086409,-0.03801637645027999,0.9980459807362038,-1.3505497831189928e-09
1.5439303275449463,1.5707885645209498,-0.7257186138142242,-0.0006284872114229838,-9.78526221056678,-0.04241060939067293,1.05424728992991,-1.3233708573423542e-09
1.5424590233680915,1.570787219437206,-0.7452903128243495,-0.000718023737111695,-9.782484079772239,-0.0471738227606775,1.1119856603684029,-1.1702976365768336e-09
1.5409485736121398,1.5707856855587146,-0.7648562311499173,-0.0008174715551197226,-9.779479249218737,-0.05232580541335742,1.1712607176003562,-8.454181799066873e-10
1.5393989903539214,1.5707839421790089,-0.7844159023132744,-0.0009276306451320351,-9.776235922078794,-0.05788680386479563,1.2320720563398018,-4.639971740161286e-10
1.5378102866682042,1.570781966880296,-0.8039688347944385,-0.0010493439631040881,-9.772742041884015,-0.06387751278531209,1.29441923870754,-3.2123059767741324e-10
1.5361824765056096,1.5707797357422435,-0.8235145163620732,-0.0011834900385620383,-9.768985297719645,-0.07031906651912748,1.3583017941964264,-2.525322173596578e-10
1.5345155748643495,1.570777223047809,-0.8430524098804878,-0.0013309901551877964,-9.76495313114404,-0.0772330274693558,1.423719216858411,-8.564116082965256e-11
1.532809597881746,1.5707744011263847,-0.862581951443801,-0.0014928115499653154,-9.76063274330619,-0.08464137419705552,1.4906709631369448,1.2936074433866906e-10
1.5310645628392647,1.5707712403449794,-0.8821025510338968,-0.0016699662947004378,-9.756011102093845,-0.09256648955252304,1.5591564505041262,2.3668123017017706e-10
1.529280488245041,1.5707677089659677,-0.9016135929716411,-0.0018635105613007542,-9.751074950023696,-0.10103114753100917,1.6291750558632785,3.0616575941166957e-10
1.5274573938712608,1.5707637730831105,-0.921114435083594,-0.0020745460464574664,-9.745810812543002,-0.11005849943270223,1.700726113690398,4.966107525206098e-10
1.525595300778976,1.5707593965793707,-0.9406044075110903,-0.0023042219975503426,-9.74020500681175,-0.1196720592100499,1.7738089140513718,7.571494542446544e-10
1.5236942313808441,1.5707545410189676,-0.9600828125984605,-0.0025537354243899556,-9.734243651083087,-0.12989568781250066,1.8484227007883962,9.209057960646305e-10
1.5217542095342012,1.5707491654869143,-0.9795489250675706,-0.002824330839273281,-9.727912674742802,-0.14075357641100136,1.9245666697033788,9.794256516926225e-10
1.5197752606088337,1.5707432264723848,-0.9990019918053005,-0.003117300642167374,-9.721197828835926,-0.1522702288017469,2.0022399666674326,1.1753975570627517e-09
1.5177574114746486,1.5707366778908176,-1.0184412304257735,-0.003433987548044957,-9.714084696875966,-0.16447044333718783,2.08144168549643,1.4678986914873349e-09
1.5157006905836292,1.5707294709427102,-1.0378658292748386,-0.003775784610382129,-9.706558706534432,-0.17737929335256514,2.16217086600529,1.690853235203349e-09
1.5136051280483656,1.5707215539780153,-1.0572749476187089,-0.004144134935567653,-9.69860514188827,-0.19102210665057914,2.244426492118894,1.7649013361875632e-09
1.5114707557241234,1.570712872354356,-1.076667715920786,-0.004540531250019972,-9.690209156271749,-0.2054244439575516,2.3282074899941527,1.9578287879795653e-09
1.5092976072152549,1.570703368427296,-1.0960432342484543,-0.004966518590609278,-9.68135578551858,-0.22061207668522068,2.413512725643717,2.293046197365811e-09
1.5070857179416133,1.5706929814358823,-1.11540057216294,-0.005423694518080489,-9.672029961960858,-0.23661096340726784,2.5003410028765716,2.5898474476093725e-09
1.504835125213073,1.5706816473737948,-1.1347387689808135,-0.0059137087072515335,-9.662216529031916,-0.25344722530453184,2.58869106133376,2.650649255642179e-09
1.5025458683224524,1.5706692988278124,-1.154056834894375,-0.006438261096781675,-9.651900256461257,-0.2711471206150055,2.6785615747949674,2.8136015739477216e-09
1.5002179885566758,1.5706558649607838,-1.1733537487876182,-0.006999105576785628,-9.641065856019406,-0.28973701803423385,2.769951148433175,3.10122971747262e-09
1.4978515292727796,1.5706412713800235,-1.192628458651131,-0.007598049321111099,-9.629697997910563,-0.3092433690482625,2.8628583168265043,3.4308684782047294e-09
1.495446535963246,1.570625440024585,-1.2118798815550298,-0.008236952860403471,-9.617781327751391,-0.3296926792236176,2.957281541815915,3.6345924048220013e-09
1.4930030563140935,1.5706082890643505,-1.2311069040251958,-0.008917729469488746,-9.60530048400672,-0.3511114787080899,3.0532192105164766,3.5910205919975624e-09
1.4905211402633902,1.5705897327982719,-1.2503083825128927,-0.00964234439714104,-9.5922401159561,-0.3735262917938668,3.1506696333579773,3.3947633593101045e-09
1.4880008400803018,1.5705696815194914,-1.2694831424398871,-0.010412816514579171,-9.57858490263724,-0.3969636046636176,3.2496310414989216,3.059266617810863e-09
1.4854422104260647,1.5705480414092818,-1.2886299787324624,-0.011231217437676794,-9.56431957194432,-0.4214498329071778,3.3501015848403597,2.682376321061497e-09
1.4828453084211783,1.5705247144208505,-1.307747655999353,-0.012099671254326386,-9.549428920353183,-0.44701128787901345,3.452079329876935,2.496352680125824e-09
1.4802101936505088,1.5704995982701009,-1.3268349082003053,-0.01302035506900635,-9.533897832729576,-0.47367414285961784,3.5555622574311365,2.4741999560262684e-09
1.4775369282369761,1.5704725863081586,-1.3458904389404398,-0.013995498537511766,-9.517711303020523,-0.5014643976065756,3.6605482604965216,2.407156918238229e-09
1.4748255769590748,1.5704435673183172,-1.3649129221774812,-0.015027382734387928,-9.500854455700686,-0.5304078415106459,3.7670351421761454,2.303484514243337e-09
1.472076207284961,1.5704124254567042,-1.383901002247027,-0.01611834011433732,-9.483312567081612,-0.5605300169097132,3.875020613478792,2.198830895139281e-09
1.4692888894335936,1.5703790401462636,-1.4028532941776266,-0.017270754001305805,-9.46507108716092,-0.5918561813614978,3.9845022911763532,2.1627251101108413e-09
1.4664636963899356,1.5703432860495037,-1.4217683841812223,-0.018487057717129506,-9.44611566131494,-0.624411270123818,4.095477695764558,2.1518897774797097e-09
1.4636007039978798,1.5703050329078456,-1.4406448299512304,-0.01976973414266916,-9.426432153062224,-0.6582198565729831,4.20794424927895,2.1259660698547123e-09
1.4606999910300342,1.570264145420622,-1.4594811610681846,-0.021121315064705572,-9.406006666869661,-0.6933061124273306,4.321899273176074,2.0881816276130394e-09
1.4577616392350403,1.570220483162567,-1.4782758795109414,-0.022544380312904507,-9.3848255709196,-0.7296937679090247,4.437339986278785,2.052853886880257e-09
1.4547857333904557,1.5701739004917095,-1.4970274602218643,-0.02404155680813875,-9.362875520065588,-0.7674060714090754,4.5542635027393885,2.04203409737147e-09
1.4517723613162818,1.5701242465247445,-1.5157343520563902,-0.02561551687197089,-9.34014347832426,-0.8064657498519583,4.672666830158177,2.0079538032291566e-09
1.4487216139746855,1.5700713649644515,-1.5343949780102002,-0.027268977951847285,-9.316616742559829,-0.846894966638968,4.792546867444175,1.9326975575495453e-09
1.4456335855178168,1.570015094016126,-1.5530077359413927,-0.029004701392107736,-9.292282965477145,-0.8887152806664094,4.913900402879733,1.8283521363571253e-09
1.4425083733347361,1.569955266305481,-1.5715709993379403,-0.03082549112628189,-9.26713017850774,-0.9319476053051473,5.036724112223489,1.7422756570795173e-09
1.4393460780914893,1.5698917088085829,-1.5900831181408273,-0.0327341922465424,-9.241146814447118,-0.9766121675798525,5.161014556830059,1.718765574310055e-09
1.436146803744166,1.5698242428288043,-1.6085424197484919,-0.03473368917627121,-9.214321729466505,-1.022728468229539,5.286768181797418,1.6284276149747257e-09
1.4329106576369914,1.5697526838254874,-1.6269472096155366,-0.0368269048153642,-9.186644226026573,-1.0703152397730042,5.413981314204737,1.4518288793397005e-09
1.4296377505326603,1.5696768413606468,-1.645295772246189,-0.03901679879064494,-9.15810407450655,-1.1193904066294167,5.542650161374247,1.227593138253269e-09
1.426328196654349,1.569596519025246,-1.663586372166347,-0.04130636578235989,-9.128691534552708,-1.1699710453991936,5.672770809195324,1.0762128965779993e-09
1.422982113707004,1.5695115144022942,-1.6818172549139239,-0.04369863372636726,-9.098397375647655,-1.222073346201138,5.8043392203792035,1.0294183283576785e-09
1.4195996228961734,1.5694216190341983,-1.6999866480736183,-0.046196661931996896,-9.06721289703221,-1.275712574803877,5.937351232759085,8.495897318994139e-10
1.4161808490125498,1.5693266182731902,-1.7180927624025801,-0.048803539341486166,-9.035129947826421,-1.3309030339681545,6.071802558066041,5.327063234972229e-10
1.412725920448119,1.5692262912532333,-1.736133792955553,-0.051522382486557994,-9.002140945529668,-1.3876580273243249,6.207688780382608,1.652962211551312e-10
1.4092349692293216,1.5691204108315981,-1.7541079202662324,-0.05435633342736418,-8.968238893912924,-1.4459898239014537,6.34500535478119,-2.1458834709164876e-11
1.4057081309906978,1.5690087436399482,-1.7720133110664382,-0.057308558108673587,-8.933417399395879,-1.5059096249082797,6.483747605191036,-5.805289582383466e-10
1.4021455450336804,1.5688910499782875,-1.7898481198031624,-0.0603822438976174,-8.897670687289663,-1.5674275303199228,6.623910723580088,-2.3032997731320393e-09
1.3985473544007518,1.5687670836803802,-1.8076104903472643,-0.06358059689670212,-8.860993617163535,-1.6305525065636024,6.765489769518777,-5.322865703760726e-09
1.3949137058694265,1.568636592126744,-1.825298557063773,-0.06690683984498855,-8.823381696257835,-1.6952923571890075,6.908479668697884,-9.536375245033923e-09
1.3912447499757736,1.5684993162029843,-1.8429104461970092,-0.07036420967391037,-8.784831091985776,-1.7616536946762242,7.052875211998848,-1.4469093478908235e-08
1.3875406410362763,1.5683549902609946,-1.8604442772993965,-0.07395595498326224,-8.74533864313852,-1.829641914050978,7.198671054676371,-1.9103496118333396e-08
1.383801537168026,1.568203342083019,-1.8778981647039619,-0.07768533343735687,-8.70490186972408,-1.8992611684216159,7.345861715660624,-2.1668770777694135e-08
1.3800276002080762,1.568044093034822,-1.8952702176621108,-0.08155561069267084,-8.663518980596878,-1.970514347809841,7.494441574857859,-2.1681362039061014e-08
1.3762189956491282,1.567876958187929,-1.9125585407751975,-0.08557005895329638,-8.621188879729942,-2.0434030598737114,7.644404870836038,-2.163866241744472e-08
1.3723758928703986,1.5677016458872652,-1.9297612385957221,-0.08973195062348663,-8.577911173264017,-2.1179276090890014,7.795745705049503,-2.1763185475975888e-08
1.3684984650411747,1.5675178579332103,-1.9468764157459828,-0.09404455717138022,-8.533686172400884,-2.1940869824129883,7.948458039298995,-2.21574580905326e-08
1.3645868891177793,1.567325289587966,-1.9639021784019184,-0.09851114636810564,-8.48851489538127,-2.271878836157112,8.102535695325457,-2.2748603889510832e-08
1.360641345840067,1.5671236295825461,-1.980836635837225,-0.10313497942766928,-8.442399067768793,-2.3512994853503004,8.257972354576909,-2.3148645666992707e-08
1.3566620197365007,1.5669125601253262,-1.997677900614907,-0.10791931014870558,-8.395341122088443,-2.4323438933827335,8.414761556514193,-2.3701574036749662e-08
1.3526490991181188,1.5666917569174514,-2.014424089869783,-0.11286738240787506,-8.347344194946785,-2.515005665817216,8.572896698219957,-2.5607405973460118e-08
1.3486027760511123,1.5664608891778722,-2.031073328958116,-0.1179824240985537,-8.298412120428688,-2.5992770509355085,8.732371036877801,-2.889536077077537e-08
1.344523246352503,1.5662196196660294,-2.047623751952582,-0.12326764576339262,-8.248549424161181,-2.685148937832334,8.893177688754585,-3.314358032469045e-08
1.3404107095749849,1.5659676047113251,-2.064073503194692,-0.12872623762858626,-8.197761314749712,-2.772610858946105,9.055309629506645,-3.724958475004314e-08
1.336265368989193,1.5657044942472755,-2.08042073886819,-0.1343613665878501,-8.146053673371524,-2.861650995407695,9.218759694638317,-3.914825974504765e-08
1.33208743151007,1.5654299319701672,-2.096663625877466,-0.14017617691981138,-8.093433042608739,-2.9522561826160056,9.383520576438064,-3.883565646845e-08
1.3278771076755194,1.5651435553792306,-2.1128003435321423,-0.14617378707558148,-8.039906612480918,-3.0444119209666067,9.549584824705992,-3.801779246970227e-08
1.3236346116655426,1.564844995724857,-2.128829087437415,-0.15235728337287882,-7.985482203727568,-3.1381023916770405,9.716944850670062,-3.693113548308702e-08
1.3193601612412893,1.5645338781356224,-2.1447480694598813,-0.15872971913634276,-7.930168250837571,-3.2333104717209817,9.885592925752547,-3.595654174404217e-08
1.3150539777076267,1.5642098216918698,-2.1605555190040007,-0.16529411199360503,-7.873973782849182,-3.3300177526858676,10.055521182218396,-3.559690942012139e-08
1.3107162859361665,1.5638724394087278,-2.1762496839141536,-0.17205344192193242,-7.8169084038798715,-3.4282045595071087,10.226721613781683,-3.6077699050451884e-08
1.306347314301463,1.5635213383521822,-2.1918288318431016,-0.17901064829557545,-7.758982270155949,-3.527849975472527,10.399186076566714,-3.738483211890298e-08
1.3019472946011996,1.5631561197806867,-2.207291251682583,-0.18616862677516693,-7.7002060651044495,-3.628931870511594,10.57290629022198,-3.9346605085199826e-08
1.2975164620371458,1.5627763791957314,-2.222635254617719,-0.1935302269514206,-7.64059097432657,-3.731426929209371,10.747873839001336,-4.132646225230019e-08
1.293055055169791,1.5623817064343377,-2.2378591752432015,-0.20109824979663993,-7.580148658616818,-3.8353106822066554,10.924080172967322,-4.2069444816661417e-08
1.2885633158651144,1.5619716858054395,-2.2529613701978857,-0.20887544877740194,-7.518891227625587,-3.9405575353098645,11.10151660613306,-4.214377913314138e-08
1.2840414892472716,1.561545896171005,-2.267940220597527,-0.21686452531439254,-7.456831209160437,-4.047140807707413,11.280174319591902,-4.2352484186380934e-08
1.2794898236475092,1.56110391104161,-2.2827941338501447,-0.22506812513844152,-7.393981517655907,-4.1550327714795365,11.460044364062929,-4.268549069763594e-08
1.2749085705469194,1.5606452987036596,-2.297521543765457,-0.23348883715725235,-7.330355422890591,-4.264204689984162,11.641117660381042,-4.303443201791879e-08
1.2702979845211624,1.5601696223369554,-2.3121209112885626,-0.24212919138696534,-7.265966517194015,-4.374626859218764,11.823385000945297,-4.315964918788495e-08
1.2656583232460044,1.5596764400599956,-2.3265907238557375,-0.2509916591313127,-7.200828684112809,-4.486268645807277,12.006837049786636,-4.3274407168780726e-08
1.260989847389648,1.5591653051162817,-2.3409294970507615,-0.26007864933852703,-7.1349560621315495,-4.599098535328709,12.191464345302899,-4.3540941518926957e-08
1.2562928205409976,1.5586357660188468,-2.3551357754092996,-0.26939250633798084,-7.06836300905517,-4.713084179230198,12.377257302200599,-4.391553964921968e-08
1.2515675091633298,1.5580873666659059,-2.3692081325937218,-0.2789355085895969,-7.00106406683039,-4.828192440815782,12.564206212875499,-4.426235200583051e-08
1.246814182535417,1.5575196464743328,-2.38314517173398,-0.28870986713888724,-6.933073925496467,-4.944389443193666,12.752301249120123,-4.435239020494919e-08
1.2420331127463269,1.5569321404520242,-2.3969455244520708,-0.2987177262929034,-6.8644073889949935,-5.061640613283802,12.941532462690414,-4.429871580668987e-08
1.2372245745801451,1.5563243794027404,-2.4106078522946914,-0.3089611601508213,-6.79507933643064,-5.179910736045978,13.131889788292789,-4.4161836854073044e-08
1.232388845450439,1.5556958900744884,-2.4241308469390854,-0.31944217120228585,-6.725104685211487,-5.299164005020078,13.323363045508401,-4.395138386570352e-08
1.2275262053462177,1.5550461952966566,-2.4375132300418842,-0.3301626895067914,-6.65449835470377,-5.419364072189141,13.515941940479987,-4.3744130984180174e-08
1.2226369367743992,1.554374814122699,-2.450753753182689,-0.3411245717061378,-6.583275229804901,-5.540474098592344,13.709616067830643,-4.367566042162707e-08
1.2177213247711354,1.553681261886128,-2.4638511970616306,-0.3523296014826321,-6.511450126663652,-5.662456800891696,13.90437491232971,-4.343297099751453e-08
1.212779656759949,1.5529650504564467,-2.476804372106841,-0.3637794871464773,-6.439037754576122,-5.785274506943875,14.10020785123736,-4.2884516382457605e-08
1.207812222495894,1.5522256883862304,-2.48961211816922,-0.3754758610026258,-6.366052680704843,-5.908889206131918,14.297104156278483,-4.210598802956156e-08
1.202819314012997,1.5514626810561674,-2.5022733041079186,-0.3874202788885312,-6.292509295475055,-6.0332625991193005,14.495052995612884,-4.1406625683748643e-08
1.1978012255724786,1.5506755308204774,-2.5147868273871508,-0.3996142197034073,-6.218421778578003,-6.158356147286826,14.694043435973404,-4.122765595582223e-08
1.1927582536768655,1.5498637370651538,-2.5271516134721272,-0.4120590856244454,-6.143804067004954,-6.284131118853922,14.894064445475479,-4.075049897522831e-08
1.1876906969219772,1.549026796488147,-2.5393666154699934,-0.42475620097804345,-6.0686698208587435,-6.410548640809684,15.095104894840961,-3.973843565319157e-08
1.1825988559541514,1.5481642032390235,-2.55143081349294,-0.4377068121486838,-5.993032392151784,-6.5375697457015125,15.29715355960215,-3.8359400988952075e-08
1.1774830334200823,1.5472754490707907,-2.563343213963731,-0.45091208752174494,-5.916904794515911,-6.6651554176998555,15.500199122216465,-3.719714314343037e-08
1.1723435339307493,1.5463600234732882,-2.575102849005574,-0.4643731173999744,-5.840299674108545,-6.793266637468686,15.704230174625387,-3.6733972308411467e-08
1.167180664092901,1.5454174137127314,-2.5867087761772463,-0.4780909138698619,-5.76322928237057,-6.921864424619379,15.909235222506258,-3.461109088220837e-08
1.1619947323210524,1.5444471051852984,-2.598160076780307,-0.4920664112549358,-5.685705447917648,-7.050909882768369,16.115202683990002,-3.026383765813989e-08
1.1567860488217643,1.5434485815280496,-2.6094558551585116,-0.50630046628654,-5.607739551496409,-7.180364240015369,16.322120892550082,-2.3945501581579265e-08
1.1515549255494593,1.542421324772441,-2.62059523774937,-0.5207938584375904,-5.529342502061803,-7.310188888422229,16.52997809912548,-1.676962035901397e-08
1.1463016761539782,1.5413648155117285,-2.6315773720126,-0.5355472903744919,-5.450524714238312,-7.4403454220310445,16.73876247394418,-1.1125589338689679e-08
1.1410266159587212,1.540278533025865,-2.6424014256295147,-0.5505613882401512,-5.371296087398314,-7.570795673152654,16.948462109357116,-9.869900452486036e-09
1.1357300621181818,1.5391619551465936,-2.6530665876519106,-0.5658367004476476,-5.291665986843958,-7.701501746800323,17.159065029242818,-7.713225613770192e-09
1.1304123333114904,1.5380145588022875,-2.663572064342698,-0.5813737006938293,-5.211643225018279,-7.832426054009862,17.370559181331664,-2.974880786155154e-09
1.1250737497509435,1.5368358201049703,-2.673917078495653,-0.5971727882803083,-5.13123604545266,-7.963531342691852,17.582932440761553,4.167942435628902e-09
1.119714633172927,1.53562521446521,-2.6841008684824166,-0.6132342886932308,-5.050452108270273,-8.094780726699748,17.796172612902744,1.2564299822770408e-08
1.1143353068009498,1.5343822167499048,-2.6941226869107586,-0.6295584545330685,-4.969298477252181,-8.226137713030475,18.010267435004675,1.960587070470865e-08
1.1089360953220346,1.533106301420875,-2.7039817995269906,-0.646145466217942,-4.88778160842085,-8.357566227623694,18.225204578549274,2.1512803982659534e-08
1.1035173250050456,1.5317969424467532,-2.7136774875955227,-0.6629954290810791,-4.805907338476564,-8.489030645599838,18.440971661278326,2.378815366910203e-08
1.0980793235104436,1.5304536137152123,-2.723209042428053,-0.6801083787028804,-4.723680878895008,-8.620495805958347,18.6575562377528,2.912173435731802e-08
1.0926224198713599,1.5290757891710725,-2.7325757641287183,-0.6974842818648416,-4.641106809543068,-8.751927031565513,18.874945801321953,3.7366152838558264e-08
1.087146944501627,1.5276629429132689,-2.741776960925302,-0.7151230369196253,-4.558189073617931,-8.883290148438725,19.09312778775672,4.728261160380498e-08
1.081653229175626,1.5262145493396595,-2.7508119477001522,-0.7330244750263979,-4.474930974613417,-9.014551501820751,19.31208957667916,5.600759678259237e-08
1.0761416070139824,1.5247300832838957,-2.759680044646125,-0.7511883612758383,-4.391335174777581,-9.145677970799811,19.531818493304137,5.8861644447461003e-08
1.070612412573545,1.5232090199643495,-2.7683805802472317,-0.7696143911074071,-4.307403691822835,-9.276636992061482,19.75230182199943,6.086774817504192e-08
1.065065981745662,1.5216508352863825,-2.7769128859555567,-0.788302195843309,-4.223137903594234,-9.407396561518905,19.973526797281238,6.597249146977902e-08
1.0595026517270156,1.5200550060146873,-2.7852762938393587,-0.8072513449964108,-4.138538551934243,-9.537925241339934,20.195480602672284,7.411098223997215e-08
1.0539227610444675,1.5184210098496163,-2.793470136411048,-0.8264613462183843,-4.053605746354168,-9.66819217085806,20.41815037548126,8.415921826099293e-08
1.0483266495527819,1.5167483255558671,-2.801493745173486,-0.8459316466774421,-3.9683389701337326,-9.798167072762627,20.641523208029103,9.341183471178738e-08
1.0427146584351492,1.5150364330883586,-2.809346449189821,-0.8656616344364667,-3.882737087791897,-9.927820257862637,20.86558614885844,9.707841464035027e-08
1.0370871302470024,1.513284813602248,-2.817027577835566,-0.8856506352461976,-3.796798349951488,-10.057122641308263,21.090326215680257,9.870796979782881e-08
1.0314444088977763,1.511492949641165,-2.8245364569142555,-0.9058979166819707,-3.710520405941358,-10.186045737279901,21.31573038962086,1.0328842670048743e-07
1.0257868396377547,1.5096603253162393,-2.8318724050317057,-0.9264026920216744,-3.623900317325367,-10.314561652884313,21.541785609949493,1.1083427864377882e-07
1.0201147690864456,1.5077864263742005,-2.839034733971304,-0.9471641197385582,-3.5369345688522955,-10.44264309310764,21.76847877998977,1.2039284591480737e-07
1.014428545247052,1.5058707403092886,-2.8460227473775728,-0.9681813048856557,-3.449619082208222,-10.570263359422073,21.99579676815348,1.2956221340232332e-07
1.0087285175234506,1.50391275647314,-2.8528357394344503,-0.9894533005123995,-3.361949230899695,-10.697396347252168,22.223726408824845,1.3391101028048524e-07
1.0030150367327524,1.5019119661313531,-2.859472996822469,-1.0109791056174438,-3.2739198526344415,-10.824016554075445,22.452254513149313,1.3512263308257388e-07
0.9972884551283396,1.4998678625770603,-2.8659337968917304,-1.0327576671563063,-3.1855252670385483,-10.950099073238455,22.681367868184516,1.3898050532645811e-07
0.9915491264313642,1.4977799412865909,-2.8722174030053287,-1.0547878850876227,-3.0967592973467224,-11.075619576629819,22.911053227150624,1.4556736793736036e-07
0.9857974058531292,1.4956476999869999,-2.878323065390507,-1.0770686115830232,-3.007615286968174,-11.200554316083332,23.141297316360625,1.5413189657920157e-07
0.9800336501240523,1.4934706387517347,-2.8842500200536643,-1.0995986523245984,-2.9180861190962015,-11.324880117148268,23.372086836073727,1.6266541535969736e-07
