q1,q2,q1t,q2t,q1tt,q2tt,E
1.5707963267948966,1.5707963267948966,0.0,0.0,-9.81,0.0,-1.8020677649453305e-15
1.5707656552110285,1.570796326794885,-0.02453113276704147,-2.7693076961291672e-11,-9.809999967699483,-5.5372318234026366e-08,1.754998056602286e-15
1.5706736404598278,1.5707963267941578,-0.04906226504945416,-8.861783232139112e-10,-9.80999948319177,-8.859569655556769e-07,1.9914625504213745e-15
1.5705202825449296,1.5707963267864835,-0.07359339442407863,-6.729442836793823e-09,-9.809997383658802,-4.48515637003792e-06,-1.7061005386231898e-15
1.5703055814804667,1.570796326747634,-0.09812451459064384,-2.8357946242722993e-08,-9.80999173107384,-1.4175302326032622e-05,-3.1905034170165436e-14
1.57002953730321,1.5707963266145744,-0.12265561343375075,-8.654096031721336e-08,-9.80997981221276,-3.4607637255558966e-05,-3.994374275784196e-14
1.5696921500895054,1.5707963262564262,-0.1471866710835212,-2.153411295616431e-07,-9.80995813868271,-7.176226675638806e-05,-3.894801148263127e-14
1.5692934199770932,1.5707963254370616,-0.17171765797775795,-4.6543651734317475e-07,-9.809922446980627,-0.0001329480625257599,-7.864889295383648e-14
1.5688333471917812,1.5707963237693812,-0.1962485329241047,-9.074426524684824e-07,-9.809867698598127,-0.00022680248852164926,-1.705718899458475e-13
1.5683119320789545,1.5707963206612974,-0.22077924116216247,-1.6352346517163445e-06,-9.809788080192629,-0.00036329131723646877,-2.692707168350239e-13
1.567729175139923,1.5707963152534217,-0.2453097124259998,-2.7692686906230275e-06,-9.809677003848352,-0.0005537081969993954,-3.0551255969513136e-13
1.56708507707311,1.5707963063484551,-0.2698398590074957,-4.459902094814485e-06,-9.809527107454374,-0.0008106740252348741,-2.31717423027078e-13
1.5663796388200797,1.5707962923322853,-0.29436957382095286,-6.89071132417922e-06,-9.809330255230602,-0.0011481360764364124,-3.452793606584237e-14
1.5656128616164025,1.5707962710867824,-0.3188987284694205,-1.0281807122175844e-05,-9.809077538436005,-0.0015813668279985834,1.9895196601282805e-13
1.5647847470473635,1.5707962398943007,-0.3434271713131635,-1.4893146102569228e-05,-9.808759276297128,-0.002126962420800809,3.5592362390701737e-13
1.5638952971085083,1.570796195333881,-0.36795472554071734,-2.1027838045889266e-05,-9.808365017198478,-0.002802840685579417,3.3170688418238115e-13
1.5629445142710314,1.570796133169154,-0.39248118724296677,-2.9035448177906092e-05,-9.807883540179706,-0.003628238660542369,1.5468182290589993e-13
1.5619324015519964,1.5707960482279615,-0.41700632349073974,-3.931529361732477e-05,-9.807302856788283,-0.004623709519465676,6.641909244819999e-14
1.5608589625891356,1.570795934274104,-0.44152987041897473,-5.2319729004321067e-05,-9.80661021333925,-0.005811118824668065,2.9976021664879227e-14
1.559724201720661,1.5707957838705162,-0.466051531316927,-6.855742201522481e-05,-9.805792093637676,-0.007213640012427486,3.236300116782331e-14
1.5585281240698046,1.5707955882343212,-0.49057097472440264,-8.859661889615351e-05,-9.804834222222281,-0.008855749013880011,-9.103828801926284e-15
1.5572707356340814,1.5707953370837886,-0.5150878325384025,-0.00011306839275769007,-9.803721568191756,-0.010763217908960617,-1.249000902703301e-13
1.5559520433792946,1.5707950184771526,-0.5396016981295062,-0.00014266987570650576,-9.802438349678745,-0.012963107505616847,-2.310374114244951e-13
1.5545720553382103,1.5707946186434156,-0.5641121244701004,-0.00017816747133421462,-9.800968039038912,-0.015483758731847602,-2.024491685403973e-13
1.5531307807138799,1.5707941218051715,-0.588618622276632,-0.00022040004393932466,-9.79929336882565,-0.018354782723283034,6.106226635438361e-15
1.551628229987589,1.570793509993488,-0.6131206581680668,-0.0002702820808581549,-9.797396338623235,-0.021607049484869207,2.8832491949515315e-13
1.550064415031409,1.5707927628548841,-0.6376176528427354,-0.00032880682428058455,-9.795258222813814,-0.025272675000811283,4.1300296516055823e-13
1.5484393492253323,1.5707918574504394,-0.6621089792757461,-0.00039704936892650345,-9.792859579355698,-0.029385006663369354,2.446931546273845e-13
1.546753047578959,1.5707907680470863,-0.6865939609391655,-0.00047616972192701315,-9.790180259652214,-0.03397860688777666,8.72635297355373e-14
1.5450055268573144,1.5707894659017663,-0.7110718700488047,-0.0005674158185470864,-9.787199419591053,-0.039089234779415505,5.88418203051333e-14
1.543196805711153,1.5707879190378824,-0.7355419258405297,-0.0006721264888493129,-9.783895531836729,-0.044753825714306014,5.906386491005833e-14
1.541326904811654,1.5707860920142072,-0.7600032928779659,-0.000791734372212177,-9.780246399458909,-0.05101046869343371,4.3298697960381105e-15
1.5393958469892082,1.5707839456867316,-0.7844550793970011,-0.0009277687706681955,-9.776229170979084,-0.0578983813317381,-9.847678228425139e-14
1.537403657376315,1.5707814369634228,-0.8088963356893171,-0.0010818584373737446,-9.771820356918653,-0.06545788234082166,-1.3511414209688155e-13
1.5353503635544343,1.5707785185521566,-0.8333260525291515,-0.0012557342931884521,-9.766995847930636,-0.07373036136554427,-6.439293542825908e-15
1.5332359957047001,1.5707751387019773,-0.8577431596475915,-0.0014512320641544793,-9.761730934595903,-0.08275824603606327,2.418065747633591e-13
1.5310605867624036,1.570771240937837,-0.8821465242587068,-0.0016702948326660196,-9.756000328963484,-0.09258496609861366,3.701483564100272e-13
1.52882417257516,1.5707667637889662,-0.9065349496418217,-0.0019149754951193322,-9.749778187911977,-0.10325491449154771,2.0117241206207837e-13
1.5265267920646315,1.5707616405110811,-0.930907173784257,-0.0021874391187964226,-9.743038138405987,-0.11481340523752738,8.704148513061227e-14
1.524168487391217,1.5707557988033887,-0.9552618680898068,-0.002489965189120564,-9.735753304715903,-0.1273066280315737,6.106226635438361e-14
1.5217493041221362,1.5707491605197144,-0.9795976361579144,-0.0028249497389108385,-9.727896337668467,-0.1407815994041884,5.484501741648273e-14
1.5192692914024593,1.5707416413744881,-1.0039130126383744,-0.0031949073515053113,-9.719439445987366,-0.15528611035217385,-1.9984014443252818e-15
1.5167285021288932,1.5707331506438926,-1.0282064621674345,-0.003602473027730187,-9.710354429777432,-0.17086867033736497,-1.0391687510491465e-13
1.5141269931261117,1.5707235908625428,-1.0524763783900881,-0.004050403908721696,-9.700612716199151,-0.18757844756394174,-1.1257661469699087e-13
1.5114648253253713,1.5707128575161138,-1.076721083074267,-0.004541580844839896,-9.690185397371858,-0.20546520545725108,7.704947790898586e-14
1.5087420639452143,1.570700838730269,-1.100938825322682,-0.005079009800805931,-9.67904327053534,-0.22457923527998963,3.7969627442180354e-13
1.505958778674043,1.5706874149562386,-1.1251277808880764,-0.005665823087194258,-9.667156880489735,-0.24497128483611527,4.760636329592671e-13
1.503115043854365,1.570672458653397,-1.1492860515976395,-0.006305280408411347,-9.654496564323143,-0.2666924832287898,1.6897594434794883e-13
1.5002109386684073,1.5706558339693393,-1.1734116648921655,-0.007000769717577646,-9.641032498423971,-0.2897942616572368,8.459899447643693e-14
1.4972465473242496,1.5706373964188496,-1.1975025734845632,-0.007755807870096068,-9.626734747758736,-0.3143282702632089,7.815970093361102e-14
1.4942219592431483,1.570616992560712,-1.221556655145617,-0.008574041062398915,-9.611573317391743,-0.3403462910415684,8.72635297355373e-14
1.4911372692470666,1.570594459673968,-1.2455717126208838,-0.00945924504872703,-9.595518206198768,-0.36790014686928574,1.13464793116691e-13
1.4879925777462508,1.5705696254339,-1.2695454736846201,-0.01041532512554276,-9.578539462716225,-0.3970416067218615,1.2390088954816747e-13
1.4847879909264934,1.5705423075883596,-1.2934755913360132,-0.01144631587430301,-9.56060724304991,-0.4278222871732789,1.4566126083082054e-13
1.4815236209357021,1.5705123136350823,-1.3173596441425262,-0.012556380653688332,-9.541691870750252,-0.46029355030183505,2.4091839634365897e-13
1.4781995860694195,1.570479440500605,-1.341195136735191,-0.013749810832320648,-9.521763898543654,-0.49450639815083347,3.552713678800501e-13
1.474816010954931,1.5704434742213957,-1.3649795004606882,-0.01503102475300227,-9.500794171791012,-0.5305113639217278,2.5002222514558525e-13
1.471373026733604,1.5704041896278091,-1.3887100941950175,-0.01640456641955605,-9.47875389352605,-0.5683584001059364,5.906386491005833e-14
1.4678707712408992,1.5703613500318254,-1.412384205320303,-0.017875103902602805,-9.455614690905685,-0.6080967637931806,1.1102230246251565e-13
1.4643093891836785,1.5703147069192291,-1.4359990508686697,-0.01944742745625674,-9.431348682886435,-0.6497748994227837,1.056932319443149e-13
1.4606890323146078,1.5702639996465912,-1.4595517788390358,-0.0211264473349984,-9.405928548922464,-0.6934403192729155,2.5579538487363607e-13
1.4570098596028944,1.5702089551443337,-1.4830394696848577,-0.022917191312028105,-9.379327598458493,-0.7391394820183227,4.867217739956686e-13
1.4532720374011514,1.570149287626275,-1.5064591379772205,-0.024824801890722493,-9.351519840975003,-0.7869176697119026,5.38680211548126e-13
