q,p,q_dot,p_dot,total_energy
-0.09394637438686455,0.46271082238835715,4.627108223883571,9.958463743868645,6.9619384826738635
-0.08206721013180675,0.4874649478981687,4.874649478981687,9.839672101318067,6.961949680219677
-0.06957207409155079,0.5119134539791795,5.119134539791795,9.714720740915508,6.961948825523167
-0.05646870878668207,0.5360411853042795,5.360411853042795,9.583687087866819,6.961935621619345
-0.04276526559510832,0.5598332108789315,5.5983321087893145,9.446652655951082,6.961910390124454
-0.028470304752059777,0.5832748240411709,5.832748240411709,9.303703047520598,6.961874071623498
-0.013592795350089115,0.6063515424616046,6.063515424616046,9.154927953500891,6.961828206917436
0.001857884660928677,0.6290491081434126,6.290491081434126,9.000421153390713,6.961774899200264
0.017871948473796057,0.651353487422347,6.5135348742234696,8.84028051526204,6.9617167573123515
0.03443920042399304,0.6732508709667318,6.732508709667317,8.67460799576007,6.961656820292541
0.05154903598967739,0.6947276737774641,6.947276737774641,8.503509640103227,6.9615984635276575
0.06919044179168429,0.7157705351880126,7.157705351880126,8.327095582083157,6.961545286874111
0.08735199559352644,0.7363663188644188,7.363663188644188,8.145480044064735,6.961500985202517
0.10602186630139435,0.7565021128052964,7.5650211280529644,7.958781336986057,6.961469201892266
0.12518781396415576,0.7761652293418312,7.761652293418312,7.767121860358442,6.961453365879186
0.1448379312163516,0.7953451155184648,7.953451155184648,7.570620687836485,6.961466093850288
0.1649617958037034,0.8140354125492971,8.140354125492971,7.369382041962966,6.961539798441834
0.18554649122275058,0.8322233404331453,8.322233404331453,7.163535087772495,6.961672139495898
0.20657872155212012,0.8498960071610835,8.498960071610835,6.953212784478799,6.9618564662537334
0.22804502296339282,0.8670409905515353,8.670409905515353,6.738549770366072,6.96208499686797
0.24993176372110593,0.8836463382502755,8.836463382502755,6.519682362788941,6.962349111098661
0.2722251441827517,0.8997005677304291,8.99700567730429,6.296748558172483,6.962639628114644
0.2949111967987773,0.9151926662924714,9.151926662924714,6.069888032012227,6.962947068235879
0.31797578611258526,0.930112091064228,9.301120910642279,5.839242138874147,6.96326189753953
0.34140460876053325,0.9444487690008747,9.444487690008746,5.6049539123946674,6.963574754339753
0.3651831934719342,0.9581930968849379,9.58193096884938,5.367168065280659,6.963876656638166
0.3892969010690561,0.971335941326294,9.713359413262939,5.126030989309439,6.964159189729223
0.41373092446712234,0.98386863876217,9.8386863876217,4.881690755328776,6.964414673231748
0.43847028867431137,0.9957829954571431,9.95782995457143,4.634297113256887,6.964636306905058
0.4634998507917568,1.0070712875031407,10.070712875031406,4.384001492082432,6.964818294695217
0.4888043000135476,1.017726260819441,10.17726260819441,4.130956999864525,6.96495594654409
0.5143681576267278,1.027741131152672,10.27741131152672,3.875318423732722,6.965045757580983
0.5401757770112967,1.0371095840768128,10.371095840768128,3.617242229887033,6.965085464403803
0.5662113436402088,1.0458257749931912,10.458257749931912,3.3568865635979126,6.965074078243754
0.5924588750793736,1.0538843291304874,10.538843291304874,3.0944112492062645,6.965011894894801
0.6189022209876561,1.0612803415447305,10.612803415447305,2.829977790123439,6.964900481376096
0.6455250631168763,1.0680093771193007,10.680093771193006,2.563749368831237,6.96474263938291
0.6723109153118096,1.0740674705649278,10.740674705649278,2.2958908468819033,6.964542345668515
0.6992431235101864,1.0794511264196924,10.794511264196924,2.026568764898136,6.9643046695867525
0.7263048657426922,1.0841573190490257,10.841573190490257,1.7559513425730786,6.964035668112064
0.7534791521329679,1.0881834926457088,10.881834926457087,1.4842084786703207,6.96374225874091
0.7807488248976099,1.091527561229873,10.915275612298728,1.2115117510239013,6.963432070765619
0.808096558346169,1.0941879086490003,10.941879086490003,0.9380344165383099,6.963113275498883
0.8355048588811518,1.096163388577923,10.961633885779229,0.6639514111884821,6.962794396114131
0.8629560649980202,1.0974533245188236,10.974533245188235,0.38943935001979746,6.962484097854284
0.8904323472851906,1.0980575098012348,10.980575098012348,0.11467652714809384,6.962190959448382
0.9179157084240354,1.0979762075820398,10.979762075820398,-0.1601570842403537,6.961923226662813
0.9453879831888818,1.0972101508454724,10.972101508454722,-0.4348798318888185,6.961688549000903
0.972830838447012,1.0957605424031163,10.957605424031161,-0.7093083844701202,6.961493700651838
1.000225773158664,1.0936290548939054,10.936290548939054,-0.9832577315866391,6.961344286876929
1.02755411837703,1.0908178307841248,10.908178307841247,-1.2565411837703004,6.96124443710846
1.054797037248259,1.0873294823674087,10.873294823674087,-1.5289703724825892,6.961196486123361
1.0819388485116928,1.0831671253539548,10.831671253539547,-1.8003884851169276,6.961206992104831
1.108975068588849,1.0783337426806407,10.783337426806407,-2.070750685888491,6.961300673173573
1.1358886020747785,1.0728316783640857,10.728316783640857,-2.3398860207477847,6.961474330012049
1.162660932066922,1.0666636283732618,10.666636283732617,-2.6076093206692192,6.96171974893411
1.1892738277530335,1.0598327070566684,10.598327070566684,-2.873738277530335,6.96202736912248
1.2157093444111828,1.0523424471423333,10.523424471423333,-3.1380934441118287,6.962386603486454
1.2419498234097517,1.0441967997378119,10.441967997378118,-3.400498234097517,6.962786144918456
1.26797789220744,1.0354001343301873,10.354001343301872,-3.6607789220744005,6.963214256670059
1.2937764643532579,1.025957238786071,10.25957238786071,-3.9187646435325787,6.963659045657746
1.3193287394865338,1.0158733193516007,10.158733193516007,-4.174287394865338,6.96410871759878
1.3446182033369063,1.0051540006524449,10.051540006524448,-4.427182033369063,6.964551812967368
1.3696286277243328,0.9938053256937964,9.938053256937964,-4.677286277243328,6.964977422851201
1.3943440705590808,0.9818337558603791,9.81833755860379,-4.924440705590809,6.965375383878477
1.4187488758417361,0.969246170916442,9.69246170916442,-5.168488758417361,6.965736451475256
1.442827673663195,0.9560498690057645,9.560498690057644,-5.40927673663195,6.966052450803078
1.466565380204672,0.942252566651651,9.42252566651651,-5.646653802046721,6.9663164048165545
1.4899471977376928,0.9278623987569368,9.278623987569366,-5.880471977376928,6.966522638970648
1.5129586146240996,0.912887918603982,9.12887918603982,-6.110586146240996,6.966666862197171
1.5355854053160471,0.8973380978546773,8.973380978546773,-6.336854053160471,6.966746223860067
1.5578136303560068,0.8812223265504389,8.812223265504388,-6.559136303560068,6.966759346488824
1.5796296363767612,0.864550413112213,8.645504131122129,-6.777296363767612,6.966706334179376
1.6010200561014114,0.8473325843404713,8.473325843404712,-6.991200561014114,6.966588756641713
1.6219718083433685,0.8295794854152159,8.295794854152158,-7.200718083433685,6.966409608963316
1.6424720980063614,0.8113021798959741,8.11302179895974,-7.405720980063614,6.966173247247516
1.662508416084431,0.7925121497218035,7.925121497218035,-7.6060841608443095,6.965885300375707
1.6820685396619348,0.7732212952112871,7.732212952112871,-7.801685396619348,6.965552558232282
1.701140531913542,0.7534419350625388,7.534419350625387,-7.99240531913542,6.965182836821122
1.7197127421042389,0.7331868063531963,7.331868063531963,-8.178127421042388,6.964784820792269
1.7377738055893233,0.7124690645404297,7.124690645404296,-8.358738055893232,6.964367883987464
1.7553126438144107,0.6913022834609326,6.913022834609325,-8.534126438144106,6.963941888703009
1.7723184643154273,0.6697004553309304,6.697004553309303,-8.704184643154273,6.963516964458411
1.788780760718617,0.6476779907461724,6.476779907461723,-8.86880760718617,6.963103267149159
1.8046893127405355,0.6252497186819396,6.2524971868193955,-9.027893127405354,6.962710719551865
1.8200341861880553,0.6024308864930371,6.02430886493037,-9.181341861880552,6.962348734239946
1.8348057329583605,0.5792371599138016,5.792371599138016,-9.329057329583604,6.962025920057914
1.8489945910389518,0.5556846230580942,5.556846230580941,-9.470945910389519,6.9617497733922775
1.862591684507643,0.5317897784193066,5.317897784193066,-9.606916845076428,6.961526355566939
1.8755882235325632,0.5075695468703559,5.075695468703559,-9.736882235325632,6.961359957780886
1.8879757043721543,0.4830412676636895,4.830412676636895,-9.860757043721543,6.961252755095922
1.8997459093751754,0.45822269843127994,4.582226984312799,-9.978459093751754,6.9612044510720725
1.9108932931862606,0.4331278159381478,4.331278159381478,-10.089932931862606,6.961217803171026
1.921418199270329,0.40775964728601144,4.077596472860114,-10.19518199270329,6.961308392991134
1.9313132343755293,0.38213395925427907,3.8213395925427904,-10.294132343755292,6.961471799614197
1.940570757221849,0.35626776038260205,3.56267760382602,-10.386707572218489,6.961700244979221
1.9491836308866333,0.33017804728625394,3.3017804728625393,-10.472836308866333,6.961984682164269
1.9571452228045882,0.3038818046561211,3.0388180465612105,-10.552452228045881,6.96231510726483
1.9644494047677785,0.27739600525871194,2.7739600525871193,-10.625494047677785,6.962680856529259
1.9710905529256286,0.25073760993614785,2.5073760993614784,-10.691905529256287,6.963070887509517
1.9770635477849219,0.2239235676061724,2.239235676061724,-10.751635477849218,6.963474043074681
1.9823637742098024,0.19697081526214183,1.9697081526214182,-10.804637742098024,6.9638792972236185
1.9869871214217725,0.1698962779730347,1.6989627797303468,-10.850871214217724,6.964275981722396
1.990929982999695,0.14271686888344215,1.4271686888344215,-10.89029982999695,6.964653992681047
1.994189256879791,0.1154494892135779,1.154494892135779,-10.92289256879791,6.96500397627341
1.996762345355642,0.08811102825926809,0.8811102825926809,-10.94862345355642,6.965317492892814
1.998647155078189,0.06071836339196113,0.6071836339196113,-10.96747155078189,6.965587159125497
1.9998420970557318,0.03328836005871838,0.3328836005871838,-10.979420970557317,6.965806767012685
2.00034608665393,0.005837871782223392,0.058378717822233916,-10.984460866539303,6.965971380161396
2.0001585435958034,-0.021616259839227714,-0.21616259839227714,-10.982585435958034,6.96607740635306
1.9992793919617302,-0.04905720513171635,-0.4905720513171635,-10.973793919617302,6.966122646388159
1.9977090601894483,-0.07646814634571142,-0.7646814634571142,-10.958090601894483,6.9661063189941554
1.9954484810740554,-0.1038322776560594,-1.038322776560594,-10.935484810740553,6.966029061713094
1.9924990917680085,-0.13113280516199388,-1.3113280516199388,-10.905990917680086,6.965892907774293
1.9888628337811243,-0.15835294688712798,-1.5835294688712798,-10.869628337811243,6.965701239046648
1.9845421529805787,-0.18547593277945673,-1.8547593277945673,-10.826421529805787,6.965458715254162
1.9795399995909069,-0.21248500471136123,-2.124850047113612,-10.776399995909069,6.965171179727385
1.9738598281940043,-0.2393634164796009,-2.393634164796009,-10.719598281940042,6.964845542052531
1.9675055977291247,-0.26609443380532205,-2.6609443380532203,-10.656055977291247,6.964489638069101
1.9604817714928828,-0.2926613343340482,-2.9266133433404815,-10.585817714928828,6.964112067755979
1.952793317139251,-0.3190474076356915,-3.190474076356915,-10.508933171392512,6.963722011634968
1.9444457066795633,-0.3452359552045404,-3.452359552045404,-10.425457066795632,6.963329026409907
1.9354449164825107,-0.37121029045927145,-3.7121029045927143,-10.335449164825107,6.962942820648484
1.925797427274146,-0.3969537387429387,-3.969537387429387,-10.23897427274146,6.962573011403062
1.9155102241378799,-0.4224496373229836,-4.224496373229836,-10.136102241378799,6.962228862755817
1.9045907965144835,-0.44768133539122545,-4.476813353912254,-10.026907965144835,6.961919007362601
1.8930471382020864,-0.47263219406387014,-4.726321940638701,-9.911471382020864,6.961651152159067
1.8808877473561791,-0.4972855863815021,-4.97285586381502,-9.789877473561791,6.961431769481602
1.8681216264896099,-0.5216248973090925,-5.2162489730909245,-9.662216264896099,6.961265774944742
1.8547582824725886,-0.5456335237359905,-5.456335237359904,-9.528582824725886,6.9611561935058255
1.8408077265326817,-0.5692948744759326,-5.692948744759326,-9.389077265326817,6.961103815236684
1.8262788914638022,-0.5925952813577701,-5.9259528135777,-9.243788914638023,6.9611094623567125
1.8111745188276014,-0.6155321112201707,-6.155321112201706,-9.092745188276014,6.961181602661633
1.7955032611555162,-0.6380909988620779,-6.380909988620778,-8.936032611555161,6.961316505882889
1.7792749670809003,-0.6602561985039207,-6.602561985039206,-8.773749670809003,6.961507352615298
1.762499758526606,-0.6820123835654653,-6.820123835654653,-8.60599758526606,6.961746128563501
1.745188030704979,-0.703344646665823,-7.033446466658229,-8.432880307049789,6.962023923618765
1.7273504521178638,-0.7242384996234417,-7.242384996234416,-8.254504521178637,6.962331216191998
1.7089979645565974,-0.7446798734561144,-7.446798734561144,-8.070979645565973,6.962658141610085
1.690141783102017,-0.7646551183809711,-7.646551183809711,-7.8824178310201685,6.96299474347032
1.6707933961244517,-0.7841510038144865,-7.8415100381448655,-7.6889339612445164,6.963331206935299
1.65096456528373,-0.8031547183724728,-8.031547183724728,-7.4906456528372996,6.963658073038346
1.6306673255291733,-0.8216538698700865,-8.216538698700864,-7.2876732552917325,6.963966433157165
1.6099139850996023,-0.8396364853218217,-8.396364853218216,-7.080139850996023,6.964248102901006
1.5887171255233303,-0.8570910109415165,-8.570910109415165,-6.868171255233303,6.964495774744404
1.5670896016181703,-0.8740063121423473,-8.740063121423471,-6.651896016181704,6.964703148828032
1.5450445414914271,-0.890371673536834,-8.90371673536834,-6.431445414914271,6.964865041435003
1.522595346539906,-0.9061767989368348,-9.061767989368347,-6.20695346539906,6.964977470738514
1.4997556914499035,-0.9214118113535517,-9.214118113535516,-5.978556914499035,6.965037719504376
1.4765395241972168,-0.9360672529975244,-9.360672529975243,-5.746395241972168,6.965044374519675
1.452961066047135,-0.950134085278637,-9.501340852786369,-5.51061066047135,6.9649973426063845
1.4290348115544473,-0.9636036888061115,-9.636036888061113,-5.271348115544473,6.96489784316644
1.4047755285634342,-0.9764678633885133,-9.764678633885133,-5.028755285634342,6.964748377292409
1.380198258207877,-0.9887188280337467,-9.887188280337465,-4.782982582078769,6.964552673565572
1.3553183149110486,-1.0003492209490588,-10.003492209490586,-4.534183149110486,6.964315610750818
1.330151286385722,-1.0113520995410357,-10.113520995410356,-4.282512863857221,6.964043117685434
1.3047130336341624,-1.0217209404156065,-10.217209404156064,-4.028130336341624,6.96374205074654
1.2790196909481344,-1.0314496393780397,-10.314496393780397,-3.7711969094813442,6.963420049369522
1.2530876659088954,-1.0405325114329456,-10.405325114329456,-3.511876659088954,6.963085370177454
1.2269336393872021,-1.0489642907842747,-10.489642907842747,-3.250336393872021,6.96274670036923
1.2005745655433038,-1.0567401308353195,-10.567401308353194,-2.9867456554330376,6.962412951101647
1.1740276718269491,-1.0638556041887122,-10.63855604188712,-2.7212767182694915,6.962093031688427
1.1473104589773793,-1.0703067026464275,-10.703067026464273,-2.4541045897737925,6.96179560552678
1.1204407010233353,-1.0760898372097791,-10.76089837209779,-2.1854070102333525,6.961528828749699
1.0934364452830496,-1.0812018380794233,-10.812018380794232,-1.9153644528304963,6.96130007268995
1.0663160123642568,-1.0856399546553566,-10.856399546553565,-1.6441601236425678,6.961115631329241
1.03909799616418,-1.0894018555369165,-10.894018555369165,-1.3719799616417998,6.960980414993715
1.011801263869545,-1.0924856285227817,-10.924856285227817,-1.0990126386954506,6.960897631644704
0.984444955956569,-1.094889780610972,-10.94889780610972,-0.8254495595656901,6.960868457201072
0.9570394559561018,-1.0966152628761463,-10.966152628761462,-0.5513945595610186,6.960908921880272
0.929593015556178,-1.0976628475360988,-10.976628475360988,-0.27693015556178024,6.9610350998582575
0.9021243908042776,-1.0980307412327612,-10.980307412327612,-0.0022439080427765212,6.961239745216999
